BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460356.560594,1.00122,0.00253,1.3262,-1.08,-0.79,4.85,47531
2460356.560699,1.00074,0.00252,1.3269,-0.27,0.02,5.12,47615
2460356.560805,1.00095,0.00253,1.3276,0.23,-0.54,5.18,44692
2460356.560910,0.99149,0.00252,1.3282,0.01,-0.11,5.15,42106
2460356.561015,0.99947,0.00253,1.3288,0.41,0.11,5.36,41229
2460356.561120,1.00164,0.00253,1.3295,0.74,0.38,5.65,42982
2460356.561225,0.99894,0.00253,1.3302,1.23,0.62,5.04,41353
2460356.561331,0.99814,0.00253,1.3309,1.24,0.92,5.75,36575
2460356.561436,0.99805,0.00254,1.3315,0.08,1.17,5.57,36008
2460356.561541,0.99708,0.00253,1.3321,-1.45,1.12,6.06,32925
2460356.561646,1.00001,0.00254,1.3329,-2.34,0.29,5.99,34795
2460356.561752,1.00549,0.00254,1.3335,-2.99,-0.10,5.32,38915
2460356.561857,0.99831,0.00254,1.3342,-2.51,-0.45,5.97,35388
2460356.561962,1.00052,0.00254,1.3349,-1.65,-0.13,4.96,41030
2460356.562067,1.00146,0.00255,1.3356,-1.96,0.08,6.03,37208
2460356.562173,1.00226,0.00255,1.3362,-2.41,0.02,5.74,37006
2460356.562278,1.00020,0.00254,1.3369,-2.48,0.79,5.74,35158
2460356.562382,0.99845,0.00254,1.3376,-2.00,0.35,5.46,38524
2460356.562487,1.00801,0.00256,1.3382,-2.58,0.46,5.93,36530
2460356.562592,0.99624,0.00253,1.3389,-3.00,1.06,5.54,40069
2460356.562698,1.00185,0.00254,1.3396,-1.99,1.38,5.68,39174
2460356.562803,0.99881,0.00254,1.3403,-1.87,1.43,5.53,41270
2460356.562908,1.00092,0.00253,1.3410,-0.32,-0.15,5.62,35191
2460356.563013,0.99851,0.00253,1.3416,0.20,-0.50,5.61,38482
2460356.563118,0.99991,0.00254,1.3423,0.57,-0.82,5.80,37366
2460356.563223,0.99665,0.00253,1.3430,1.58,-0.47,5.08,42604
2460356.563329,0.99849,0.00254,1.3437,1.60,-0.13,4.92,45106
2460356.563434,0.99808,0.00254,1.3443,0.83,-0.32,5.33,38809
2460356.563539,0.99992,0.00254,1.3451,-0.72,0.04,5.70,37511
2460356.563644,1.00695,0.00257,1.3458,-3.25,0.49,5.53,37202
2460356.563750,1.00034,0.00255,1.3465,-3.11,0.66,5.11,40795
2460356.563855,0.99855,0.00256,1.3471,-1.73,0.98,5.75,34953
2460356.563960,1.00192,0.00255,1.3478,-0.97,0.79,5.33,42551
2460356.564065,1.00180,0.00255,1.3485,-0.82,1.28,5.49,41754
2460356.564170,0.99931,0.00255,1.3492,-0.70,0.28,6.15,33528
2460356.564275,1.00355,0.00255,1.3499,-1.34,-0.11,5.29,40833
2460356.564380,0.99899,0.00255,1.3505,-0.69,-0.01,5.34,39467
2460356.564485,1.00369,0.00255,1.3512,-0.57,0.07,5.34,40963
2460356.564590,1.00524,0.00255,1.3519,0.81,0.31,5.43,42060
2460356.564696,0.99936,0.00255,1.3527,1.43,0.40,5.16,41184
2460356.564801,0.99633,0.00254,1.3533,1.16,0.02,5.59,40637
2460356.564906,1.00033,0.00255,1.3540,1.14,-0.72,5.50,44155
2460356.565011,0.99820,0.00256,1.3548,0.84,-0.61,5.24,39278
2460356.565116,0.99554,0.00254,1.3555,2.22,0.17,5.78,36924
2460356.565221,1.00382,0.00256,1.3562,2.12,-0.27,4.81,44887
2460356.565326,0.99803,0.00256,1.3568,2.34,-0.04,5.16,40991
2460356.565431,1.00031,0.00255,1.3575,-0.75,-0.47,6.46,33773
2460356.565536,0.99739,0.00254,1.3583,-3.84,-0.57,5.50,41369
2460356.565641,0.99935,0.00255,1.3590,-4.62,-0.90,5.63,42276
2460356.565746,0.99872,0.00255,1.3597,-4.25,-0.32,5.25,41582
2460356.565852,0.99919,0.00255,1.3604,-2.69,-0.12,5.12,42268
2460356.565957,1.00044,0.00255,1.3611,-1.69,0.27,4.99,45601
2460356.566062,1.00318,0.00256,1.3619,-0.49,-0.43,5.14,42014
2460356.566167,1.00008,0.00255,1.3625,-0.44,-0.53,5.24,43232
2460356.566272,1.00147,0.00256,1.3632,-0.03,-0.23,4.76,44101
2460356.566378,1.00394,0.00257,1.3640,-0.10,0.20,5.10,44902
2460356.566483,1.00182,0.00256,1.3647,0.87,0.48,5.16,46696
2460356.566588,1.00055,0.00257,1.3654,1.65,0.67,5.24,38914
2460356.566693,1.00366,0.00257,1.3661,1.79,-0.76,6.32,33604
2460356.566798,1.00097,0.00256,1.3668,2.03,-0.87,5.43,41562
2460356.566903,1.00152,0.00257,1.3676,2.28,-0.97,5.45,42865
2460356.567008,1.00351,0.00258,1.3683,2.62,-0.77,5.46,35217
2460356.567114,1.00224,0.00257,1.3690,2.84,-0.58,5.25,40244
2460356.567219,0.99948,0.00256,1.3697,3.13,-0.44,5.31,44042
2460356.567324,0.99386,0.00255,1.3705,-0.08,0.10,6.67,35002
2460356.567429,0.99569,0.00255,1.3712,-3.16,0.47,4.93,44959
2460356.567534,0.99992,0.00256,1.3720,-4.33,0.51,5.26,43093
2460356.567639,1.00181,0.00257,1.3727,-5.13,0.48,5.44,40408
2460356.567744,0.99690,0.00256,1.3735,-4.58,0.67,5.42,40252
2460356.567849,0.99192,0.00255,1.3741,-3.35,1.12,5.49,37215
2460356.567954,0.99934,0.00256,1.3749,-1.39,0.17,6.28,31840
2460356.568059,1.00561,0.00258,1.3756,0.02,-0.81,5.55,40099
2460356.568164,0.99629,0.00256,1.3763,0.21,-0.40,5.18,45857
2460356.568269,1.00008,0.00257,1.3771,0.60,-0.55,4.97,41217
2460356.568375,0.99820,0.00257,1.3778,-0.34,0.36,5.30,42120
2460356.568480,0.99941,0.00256,1.3785,-0.42,0.80,5.35,44413
2460356.568585,0.99949,0.00257,1.3793,0.81,-0.66,5.26,41308
2460356.568690,1.00277,0.00257,1.3800,1.20,-0.58,5.39,40516
2460356.568795,1.00431,0.00258,1.3808,0.63,-0.31,5.12,40781
2460356.568900,0.99956,0.00257,1.3815,0.88,-0.03,4.76,49460
2460356.569006,0.99653,0.00257,1.3823,1.04,-0.03,5.69,38456
2460356.569111,0.99968,0.00258,1.3830,1.68,0.22,5.04,43815
2460356.569216,1.00442,0.00259,1.3838,0.50,-0.09,6.08,33179
2460356.569321,0.99455,0.00257,1.3845,-1.85,-0.96,5.06,41408
2460356.569426,1.00065,0.00257,1.3853,-3.14,-0.41,5.40,42073
2460356.569531,0.99949,0.00257,1.3860,-4.88,-0.11,5.35,40781
2460356.569636,0.99662,0.00257,1.3868,-4.73,0.39,5.09,45142
2460356.569741,1.00033,0.00258,1.3875,-3.39,0.15,4.64,43549
2460356.569847,0.99840,0.00258,1.3883,-1.33,-0.08,5.48,35351
2460356.569951,1.00306,0.00259,1.3890,-0.42,-0.69,5.43,42394
2460356.570056,0.99648,0.00257,1.3898,-0.55,-0.43,5.07,48196
2460356.570161,0.99959,0.00257,1.3906,-1.30,0.07,4.94,47257
2460356.570267,0.99948,0.00257,1.3913,-2.04,0.40,5.05,45429
2460356.570372,0.99651,0.00259,1.3921,-2.37,0.59,5.75,39086
2460356.570478,1.00105,0.00259,1.3929,-0.49,-0.58,5.74,35084
2460356.570583,0.99659,0.00258,1.3936,0.65,-1.01,5.18,41957
2460356.570688,0.99862,0.00258,1.3944,0.49,-0.76,4.84,45443
2460356.570793,0.99995,0.00258,1.3951,-0.04,-0.95,5.02,48096
2460356.570898,0.99797,0.00258,1.3959,0.15,-0.48,5.43,42355
2460356.571002,1.00138,0.00258,1.3967,0.86,-0.06,4.60,56826
2460356.571108,0.99520,0.00258,1.3975,0.90,-0.56,5.24,41156
2460356.571212,0.99886,0.00259,1.3982,-0.24,-0.52,5.19,41380
2460356.571317,0.99288,0.00258,1.3990,-1.54,-0.33,5.04,40027
2460356.571423,1.00225,0.00259,1.3998,-2.79,-0.46,5.29,43767
2460356.571528,0.99953,0.00259,1.4006,-3.93,-0.10,5.34,42698
2460356.571633,0.99892,0.00260,1.4013,-3.36,-0.08,4.77,44039
2460356.571738,0.99675,0.00258,1.4021,-1.30,-0.40,5.88,32676
2460356.571843,1.00082,0.00259,1.4029,-0.40,-0.24,5.42,41912
2460356.571948,1.00011,0.00259,1.4037,-0.56,0.16,5.96,37435
2460356.572053,0.99827,0.00259,1.4045,-1.59,-0.03,4.82,48125
2460356.572158,0.99829,0.00260,1.4052,-2.40,0.94,5.50,38096
2460356.572263,0.99311,0.00258,1.4060,-2.77,0.71,4.97,47989
2460356.572368,0.99947,0.00259,1.4068,-1.92,-0.00,5.57,35052
2460356.572474,1.00327,0.00260,1.4076,-0.49,-0.58,4.79,46517
2460356.572579,0.99468,0.00259,1.4084,0.10,-0.41,5.33,38773
2460356.572684,0.99884,0.00260,1.4092,0.54,-0.40,5.20,40944
2460356.572790,1.00022,0.00259,1.4100,0.89,0.11,5.11,45064
2460356.572895,0.99921,0.00260,1.4108,0.88,0.23,4.97,45992
2460356.573001,0.99514,0.00260,1.4116,1.19,-0.47,5.61,39379
2460356.573106,1.00147,0.00260,1.4124,0.96,-0.15,4.69,52226
2460356.573211,1.00181,0.00260,1.4132,0.64,-0.88,5.22,43736
2460356.573316,0.99586,0.00259,1.4140,-0.82,-0.42,4.87,47283
2460356.573422,0.99984,0.00260,1.4148,-1.92,-0.13,5.22,38848
2460356.573527,1.00254,0.00261,1.4156,-1.43,0.13,5.06,46335
2460356.573632,0.99971,0.00261,1.4164,-0.24,-0.80,5.59,34919
2460356.573737,0.99896,0.00260,1.4172,1.07,-0.84,4.92,48960
2460356.573842,1.00257,0.00261,1.4180,0.09,-0.70,5.25,43947
2460356.573947,1.00175,0.00261,1.4188,-0.40,-0.53,5.26,41812
2460356.574053,1.00276,0.00260,1.4196,-1.19,-0.06,4.65,48973
2460356.574158,0.99872,0.00261,1.4204,-1.70,-0.15,5.22,44495
2460356.574263,1.00164,0.00261,1.4212,-1.53,0.24,5.04,46478
2460356.574368,0.99851,0.00260,1.4220,-1.04,0.60,4.92,45607
2460356.574473,0.99603,0.00260,1.4228,-0.69,0.51,5.16,41718
2460356.574579,0.99755,0.00261,1.4237,-0.36,1.36,5.21,44746
2460356.574684,1.00074,0.00261,1.4245,-0.17,1.40,5.17,47672
2460356.574789,1.00487,0.00262,1.4253,0.71,1.48,5.38,44240
2460356.574895,1.00085,0.00261,1.4261,1.59,0.28,6.00,37290
2460356.575000,1.00097,0.00261,1.4269,1.84,-0.41,4.88,48154
2460356.575105,1.00426,0.00262,1.4278,2.60,-0.42,5.59,38427
2460356.575210,1.00252,0.00262,1.4286,1.61,0.00,4.88,47508
2460356.575315,0.99946,0.00262,1.4294,0.52,0.20,5.92,37607
2460356.575420,1.00022,0.00261,1.4302,0.68,0.67,4.59,49699
2460356.575525,0.99912,0.00262,1.4311,0.09,-0.41,5.63,38583
2460356.575631,0.99966,0.00261,1.4319,1.55,-0.75,4.82,47721
2460356.575736,1.00221,0.00263,1.4327,2.02,-0.71,4.85,47698
2460356.575841,0.99872,0.00262,1.4336,1.60,-0.50,5.19,44418
2460356.575947,1.00259,0.00262,1.4344,1.38,-0.29,5.56,44746
2460356.576052,0.99847,0.00261,1.4352,0.31,-0.11,4.68,48349
2460356.576157,1.00200,0.00263,1.4361,-0.07,-0.57,5.67,34408
2460356.576261,0.99929,0.00262,1.4369,-0.77,-0.15,5.03,45460
2460356.576366,1.00137,0.00263,1.4377,-0.73,-0.28,5.57,40671
2460356.576471,0.99825,0.00262,1.4386,-0.08,0.04,5.15,42706
2460356.576576,0.99720,0.00263,1.4394,0.66,0.52,5.18,41202
2460356.576681,1.00277,0.00264,1.4403,1.22,0.68,5.31,39969
2460356.576787,0.99958,0.00263,1.4411,1.64,-0.10,5.44,38186
2460356.576891,0.99818,0.00262,1.4419,1.36,-0.84,5.02,46139
2460356.576996,0.99731,0.00263,1.4428,2.19,-0.56,5.65,36920
2460356.577101,1.00194,0.00263,1.4436,1.61,-0.63,5.05,44501
2460356.577207,1.00130,0.00263,1.4445,0.92,-0.34,5.80,36787
2460356.577312,1.00204,0.00263,1.4453,0.47,0.01,5.28,44067
2460356.577417,0.99823,0.00262,1.4462,-0.84,-0.22,5.03,43419
2460356.577522,1.00041,0.00263,1.4470,0.25,-1.02,5.26,44345
2460356.577627,1.00189,0.00263,1.4479,1.64,-1.01,5.15,46150
2460356.577732,0.99964,0.00263,1.4488,1.90,-0.66,5.19,47483
2460356.577838,1.00090,0.00264,1.4496,1.41,-0.41,5.24,46516
2460356.577943,1.00236,0.00264,1.4505,0.65,-0.01,4.81,46226
2460356.578048,0.99996,0.00263,1.4512,-0.22,-0.56,5.47,39852
2460356.578153,0.99713,0.00263,1.4521,-0.70,-0.39,5.03,45381
2460356.578258,1.00112,0.00263,1.4531,-0.41,-0.26,5.03,46767
2460356.578364,1.00214,0.00264,1.4539,-0.42,-0.14,4.77,47810
2460356.578469,1.00509,0.00265,1.4548,-0.62,-0.25,5.22,39936
2460356.578573,1.00103,0.00264,1.4557,0.25,0.47,5.12,47271
2460356.578679,1.00026,0.00264,1.4565,0.80,-0.00,5.26,43997
2460356.578784,0.99734,0.00263,1.4574,1.66,-0.13,4.70,45439
2460356.578889,0.99997,0.00265,1.4583,2.93,0.24,5.50,38289
2460356.578995,1.00602,0.00265,1.4592,3.65,0.14,5.34,41337
2460356.579100,1.00066,0.00265,1.4599,2.90,0.77,4.86,43312
2460356.579205,1.00263,0.00266,1.4609,2.55,1.13,5.02,43072
2460356.579310,0.99671,0.00265,1.4618,-0.38,-0.03,7.68,27910
2460356.579415,0.99855,0.00264,1.4627,-1.82,-0.86,5.22,42383
2460356.579520,1.00103,0.00265,1.4635,-0.94,-0.11,4.78,45779
2460356.579626,1.00343,0.00265,1.4644,0.09,-0.12,5.15,42424
2460356.579731,1.00150,0.00264,1.4653,-0.08,-0.12,4.78,53198
2460356.579836,0.99552,0.00264,1.4662,-1.30,0.05,5.01,49169
2460356.579941,0.99736,0.00264,1.4671,-1.71,-0.22,5.10,49422
2460356.580046,1.00121,0.00265,1.4679,-2.51,-0.83,4.71,52212
2460356.580152,0.99903,0.00265,1.4689,-3.36,-0.54,5.35,41418
2460356.580257,0.99874,0.00265,1.4698,-4.42,-0.17,5.05,45587
2460356.580362,0.99891,0.00265,1.4707,-3.86,0.34,4.89,48634
2460356.580467,0.99713,0.00264,1.4716,-3.56,0.49,4.87,44998
2460356.580572,1.00030,0.00265,1.4725,-1.16,-0.43,7.68,30953
2460356.580678,1.00197,0.00266,1.4733,1.08,-0.89,5.21,45906
2460356.580783,1.00180,0.00266,1.4742,2.80,-0.68,5.16,43818
2460356.580888,1.00186,0.00266,1.4751,4.03,-0.52,5.01,44777
2460356.580994,0.99875,0.00266,1.4761,3.34,-0.24,5.28,43564
2460356.581099,1.00470,0.00267,1.4770,2.29,0.26,5.27,47832
2460356.581204,1.00381,0.00267,1.4779,-0.78,-0.14,6.80,31491
2460356.581309,0.99543,0.00266,1.4788,-2.68,-0.59,5.01,43542
2460356.581414,0.99266,0.00264,1.4797,-1.97,-0.52,4.79,45432
2460356.581520,0.99770,0.00266,1.4806,-1.20,-0.49,5.01,46147
2460356.581625,1.00087,0.00267,1.4815,-0.68,0.19,5.34,41345
2460356.581730,0.99871,0.00267,1.4824,-1.23,0.50,5.23,37971
2460356.581835,0.99640,0.00266,1.4833,-0.84,-0.07,5.29,40185
2460356.581940,0.99880,0.00267,1.4842,-0.84,-0.15,5.54,38222
2460356.582045,0.99700,0.00267,1.4852,-1.19,0.13,5.23,38953
2460356.582150,0.99616,0.00267,1.4861,-1.09,0.24,5.03,42680
2460356.582255,1.00325,0.00269,1.4870,0.09,0.40,5.62,34816
2460356.582360,1.00365,0.00269,1.4879,0.25,0.54,5.38,38462
2460356.582465,0.99966,0.00267,1.4887,0.44,-0.27,5.02,39423
2460356.582570,0.99832,0.00267,1.4898,0.31,-0.38,4.99,41220
2460356.582675,0.99890,0.00268,1.4907,0.65,0.01,5.60,35422
2460356.582781,1.00096,0.00268,1.4916,1.70,-0.04,5.42,39563
2460356.582886,1.00297,0.00267,1.4926,1.50,0.00,4.98,45037
2460356.582990,0.99845,0.00267,1.4935,0.65,0.19,5.06,42060
2460356.583095,1.00174,0.00268,1.4944,-1.43,-0.01,5.81,35303
2460356.583200,0.99514,0.00267,1.4954,-3.39,-0.62,5.47,38388
2460356.583305,1.00705,0.00269,1.4963,-3.94,-0.27,5.20,41532
2460356.583410,0.99633,0.00267,1.4972,-3.30,0.16,4.98,42543
2460356.583514,0.99978,0.00268,1.4982,-2.31,0.56,4.80,46313
2460356.583619,0.99934,0.00267,1.4991,-2.66,0.49,5.16,48509
2460356.583724,0.99671,0.00268,1.5000,-2.18,-0.12,6.10,33238
2460356.583829,0.99824,0.00269,1.5010,-1.77,-0.84,5.37,42473
2460356.583934,0.99781,0.00268,1.5019,-2.21,-0.56,5.04,39789
2460356.584039,1.00104,0.00268,1.5029,-2.17,-0.42,5.56,35976
2460356.584144,0.99743,0.00269,1.5038,-2.11,0.15,5.22,42364
2460356.584250,0.99950,0.00268,1.5048,-1.04,0.10,5.35,43342
2460356.584355,0.99883,0.00268,1.5056,0.47,-0.13,4.96,44120
2460356.584460,0.99965,0.00269,1.5066,1.23,-0.90,5.17,40839
2460356.584565,1.00129,0.00269,1.5076,1.42,-0.77,5.38,38696
2460356.584671,0.99692,0.00270,1.5086,1.45,-0.28,5.86,31921
2460356.584776,0.99698,0.00269,1.5095,2.47,-0.27,5.31,41551
2460356.584881,0.99965,0.00270,1.5104,2.23,0.07,5.38,41633
2460356.584986,0.99924,0.00270,1.5114,-0.84,-0.17,6.61,28451
2460356.585091,0.99530,0.00269,1.5125,-3.40,0.06,4.99,39988
2460356.585197,0.99966,0.00270,1.5134,-5.05,-0.15,5.51,35829
2460356.585302,1.00208,0.00270,1.5144,-5.62,0.40,5.29,42231
2460356.585407,0.99578,0.00269,1.5154,-3.91,0.95,5.04,44216
2460356.585512,0.99428,0.00269,1.5163,-3.52,0.97,4.84,44788
2460356.585618,1.00005,0.00271,1.5173,-1.97,0.07,6.37,28566
2460356.585723,0.99860,0.00270,1.5183,-1.25,-0.34,5.43,39218
2460356.585828,0.99741,0.00269,1.5193,-0.79,-0.11,4.96,49228
2460356.585933,0.99981,0.00270,1.5201,-0.59,0.09,5.31,43019
2460356.586038,0.99659,0.00270,1.5212,-0.66,0.56,5.39,39502
2460356.586143,1.00036,0.00271,1.5222,0.10,0.38,5.21,42968
2460356.586248,0.99872,0.00270,1.5232,0.64,-0.24,5.54,37123
2460356.586353,0.99516,0.00270,1.5241,1.35,-0.71,5.06,41650
2460356.586458,0.99874,0.00272,1.5250,1.48,-0.09,5.14,37964
2460356.586563,1.00122,0.00272,1.5260,1.99,-0.21,5.09,45399
2460356.586669,0.99938,0.00272,1.5270,2.46,0.09,5.29,40043
2460356.586774,1.00165,0.00272,1.5280,3.40,-0.22,5.50,37899
2460356.586879,1.00255,0.00272,1.5290,0.42,-0.21,7.71,26395
2460356.586984,0.99736,0.00271,1.5301,-2.51,-0.57,5.14,44786
2460356.587089,0.99831,0.00271,1.5311,-3.98,-0.12,4.59,47701
2460356.587194,0.99921,0.00271,1.5321,-5.03,0.10,5.00,49934
2460356.587299,0.99718,0.00271,1.5331,-4.20,0.39,5.52,40790
2460356.587404,0.99607,0.00271,1.5340,-2.81,0.50,4.73,48706
2460356.587509,0.99725,0.00272,1.5351,-1.02,-0.11,5.82,33471
2460356.587614,0.99868,0.00272,1.5361,0.23,-0.00,4.86,51663
2460356.587720,0.99472,0.00271,1.5370,-0.19,-0.33,4.69,47230
2460356.587825,1.00109,0.00273,1.5380,0.51,0.33,5.19,41544
2460356.587930,0.99935,0.00272,1.5390,0.66,0.35,5.16,40510
2460356.588035,1.00309,0.00273,1.5400,1.18,0.96,4.85,49066
2460356.588140,0.99302,0.00271,1.5411,1.54,-0.06,6.22,36847
2460356.588245,0.99936,0.00272,1.5421,2.34,-0.72,5.63,42096
2460356.588350,0.99675,0.00272,1.5431,2.20,-0.13,5.31,43001
2460356.588455,0.99702,0.00272,1.5441,2.36,0.24,5.37,41759
2460356.588560,0.99869,0.00272,1.5451,3.09,0.17,5.19,41510
2460356.588665,1.00360,0.00273,1.5462,3.76,0.42,5.22,42105
2460356.588771,0.99845,0.00273,1.5472,0.78,-0.30,7.06,29951
2460356.588876,1.00189,0.00274,1.5483,-2.47,-0.61,5.13,40998
2460356.588981,1.00214,0.00274,1.5493,-3.35,-1.07,5.28,41186
2460356.589086,1.00139,0.00275,1.5503,-5.93,-0.38,5.95,33813
2460356.589192,1.00442,0.00276,1.5514,-6.08,0.42,5.97,33019
2460356.589297,0.99657,0.00274,1.5523,-4.81,0.81,5.30,39862
2460356.589402,1.00028,0.00274,1.5535,-0.93,-0.32,7.89,26859
2460356.589507,0.99785,0.00274,1.5545,-0.11,-0.46,5.31,39241
2460356.589612,0.99695,0.00273,1.5556,-0.41,-0.69,4.84,45015
2460356.589717,0.99908,0.00275,1.5565,-0.59,-0.74,5.65,37223
2460356.589823,1.00093,0.00275,1.5575,-1.10,-0.26,5.09,40074
2460356.589928,1.00333,0.00276,1.5586,-1.40,0.66,5.22,37060
2460356.590033,0.99543,0.00275,1.5597,-0.55,-0.02,6.10,27058
2460356.590138,1.00123,0.00275,1.5607,1.47,-0.97,5.20,41347
2460356.590243,1.00014,0.00275,1.5617,1.26,-0.71,5.46,39389
2460356.590348,0.99954,0.00274,1.5628,1.30,0.05,5.02,42646
2460356.590453,0.99899,0.00275,1.5638,0.67,0.20,5.08,44492
2460356.590558,1.00068,0.00276,1.5649,1.44,0.20,5.60,34591
2460356.590663,0.99973,0.00276,1.5659,0.56,0.07,5.98,31171
2460356.590768,0.99815,0.00275,1.5670,0.69,-0.55,5.51,38712
2460356.590873,1.00034,0.00277,1.5681,-1.79,0.04,5.83,34487
2460356.590978,0.99987,0.00276,1.5692,-3.46,0.44,5.56,34358
2460356.591399,0.99898,0.00276,1.5734,0.99,-0.81,5.54,37949
2460356.591504,0.99741,0.00276,1.5745,-0.27,-0.67,5.33,36906
2460356.591609,0.99902,0.00276,1.5755,-0.62,-0.45,5.29,36732
2460356.591714,1.00208,0.00278,1.5766,-0.42,0.41,5.92,33559
2460356.591819,0.99560,0.00277,1.5777,-1.30,0.04,6.17,31305
2460356.591925,1.00165,0.00277,1.5789,-0.54,-0.00,5.66,34344
2460356.592030,0.99291,0.00275,1.5799,0.10,-0.11,5.47,41072
2460356.592135,0.99925,0.00276,1.5809,0.30,0.30,4.64,44170
2460356.592240,0.99950,0.00277,1.5820,0.06,0.08,5.55,37516
2460356.592661,1.00215,0.00279,1.5864,2.03,-0.96,6.02,32079
2460356.592766,1.00545,0.00279,1.5875,1.35,-1.04,5.58,34166
2460356.592871,1.00006,0.00280,1.5886,-0.83,0.14,6.22,29188
2460356.593081,0.99733,0.00278,1.5908,-1.39,0.16,5.13,37522
2460356.593186,0.99743,0.00278,1.5919,-0.70,-0.76,5.87,30671
2460356.593291,1.00314,0.00280,1.5930,0.32,-0.50,5.84,33464
2460356.593396,0.99751,0.00279,1.5941,0.05,-0.59,5.59,34722
2460356.593501,0.99755,0.00278,1.5952,-0.78,-0.09,5.13,40212
2460356.593606,0.99736,0.00278,1.5963,-1.16,0.63,5.22,36096
2460356.593711,0.99851,0.00279,1.5974,-0.95,0.11,5.46,36612
2460356.593817,1.00312,0.00280,1.5986,0.45,0.42,6.07,30357
2460356.593922,0.99690,0.00279,1.5997,1.07,0.15,5.25,36874
2460356.594027,1.00003,0.00281,1.6008,1.59,0.15,6.08,32225
2460356.594132,1.00537,0.00281,1.6019,2.89,0.22,5.14,41097
2460356.594238,1.00137,0.00280,1.6030,2.91,0.91,5.96,35768
2460356.594658,1.00131,0.00281,1.6076,1.19,-0.94,5.63,35182
2460356.594764,1.00406,0.00281,1.6087,0.41,-0.70,5.69,34859
2460356.594869,0.99752,0.00281,1.6098,-1.17,-0.26,5.50,35913
2460356.594974,1.00169,0.00282,1.6110,-2.12,-0.43,5.39,38350
2460356.595079,0.99791,0.00280,1.6121,-1.75,0.19,5.77,35340
2460356.595184,1.00055,0.00281,1.6133,0.62,-0.36,5.88,34695
2460356.595289,0.99214,0.00280,1.6144,0.26,-0.08,5.60,36634
2460356.595394,1.00445,0.00282,1.6155,-0.52,0.36,4.96,42351
2460356.595499,1.00280,0.00282,1.6167,-0.19,0.72,5.40,42290
2460356.595604,0.99985,0.00281,1.6178,-0.93,1.28,4.91,43515
2460356.595709,1.00317,0.00282,1.6190,-0.40,-0.39,5.70,33396
2460356.595814,1.00142,0.00281,1.6201,0.60,-0.98,5.11,43975
2460356.595919,0.99751,0.00281,1.6213,0.23,-0.38,5.16,40716
2460356.596025,0.99921,0.00281,1.6225,1.80,0.42,5.14,41842
2460356.596130,0.99835,0.00281,1.6236,2.31,0.31,4.60,50648
2460356.596235,1.00127,0.00283,1.6248,2.64,0.88,5.61,35672
2460356.596341,0.99834,0.00282,1.6260,1.66,-0.72,6.60,33184
2460356.596446,1.00208,0.00282,1.6271,1.65,-1.51,5.34,41334
2460356.596551,1.00187,0.00282,1.6283,2.55,-1.16,5.11,41164
2460356.596656,1.00571,0.00284,1.6295,1.66,-0.36,5.20,40781
2460356.596762,1.00242,0.00283,1.6306,-0.01,-0.04,5.30,36180
2460356.596867,1.00261,0.00284,1.6318,-0.90,0.53,5.44,37477
2460356.596972,0.99686,0.00282,1.6330,-1.67,-0.33,5.53,40277
2460356.597077,0.99918,0.00283,1.6342,-0.01,-0.34,5.15,37521
2460356.597182,0.99638,0.00282,1.6353,0.89,-0.24,4.61,46181
2460356.597287,0.99870,0.00282,1.6365,1.45,0.42,5.30,45715
2460356.597392,0.99853,0.00283,1.6377,1.22,0.61,5.31,36200
2460356.597498,1.00276,0.00284,1.6389,1.26,1.43,5.54,38793
2460356.597603,1.00034,0.00284,1.6401,1.17,-0.92,5.92,34075
2460356.597707,0.99911,0.00283,1.6413,0.09,-0.94,4.87,44516
2460356.597813,0.99605,0.00283,1.6425,1.39,-0.94,5.24,39284
2460356.597918,1.00155,0.00284,1.6437,2.35,0.12,5.40,44590
2460356.598023,0.99999,0.00284,1.6449,2.77,-0.10,5.33,36453
2460356.598128,1.00646,0.00287,1.6461,3.86,0.67,5.69,33732
2460356.598338,1.00445,0.00286,1.6485,1.24,-0.31,5.78,34282
2460356.598443,0.99812,0.00285,1.6497,1.59,-0.14,6.00,32158
2460356.598549,0.99598,0.00284,1.6509,1.81,0.35,5.26,38591
2460356.598654,0.99630,0.00285,1.6521,0.14,0.65,5.77,35090
2460356.598759,1.00251,0.00285,1.6533,-1.27,0.92,5.90,33185
2460356.598864,1.00843,0.00287,1.6546,-2.45,0.00,5.70,34917
2460356.598969,1.00039,0.00286,1.6558,-1.67,-0.87,5.84,34826
2460356.599074,1.00200,0.00285,1.6570,-1.11,-0.61,5.30,36984
2460356.599179,1.00307,0.00287,1.6582,-0.57,-0.04,5.30,42585
2460356.599285,1.00470,0.00286,1.6594,-1.31,0.13,5.39,37984
2460356.599390,0.99696,0.00285,1.6607,-0.66,0.66,5.20,39958
2460356.599495,1.00317,0.00288,1.6619,-0.20,0.28,5.50,33249
2460356.599600,1.00019,0.00286,1.6631,0.70,-0.16,5.78,35029
2460356.599706,0.99637,0.00286,1.6644,1.13,-0.13,5.75,36431
2460356.599811,0.99762,0.00287,1.6656,2.11,0.60,5.56,35638
2460356.600231,1.00431,0.00288,1.6706,0.94,-1.78,5.41,35957
2460356.600337,0.99999,0.00287,1.6718,0.97,-1.15,5.11,41406
2460356.600442,1.00179,0.00287,1.6731,1.24,-0.19,5.48,40718
