BJD_TDB flux_star_0 flux_star_1 flux_star_2 flux_star_3 flux_star_4 flux_star_5 flux_star_6 flux_star_7 flux_star_8 flux_star_9 flux_star_10 flux_star_11 flux_star_12 flux_star_13 flux_star_14 flux_star_15 flux_star_16 flux_star_17 flux_star_18 flux_star_19 flux_star_20 flux_star_21 flux_star_22 flux_star_23 flux_star_24 flux_star_25 flux_star_26 flux_star_27 flux_star_28 flux_star_29 flux_star_30 flux_star_31 flux_star_32 flux_star_33 flux_star_34 flux_star_35 flux_star_36 flux_star_37 flux_star_38 flux_star_39 flux_star_40 flux_star_41 flux_star_42 flux_star_43 flux_star_44 flux_star_45 flux_star_46 flux_star_47 flux_star_48 flux_star_49 flux_star_50 flux_star_51 flux_star_52 flux_star_53 flux_star_54 flux_star_55 flux_star_56 flux_star_57 flux_star_58 flux_star_59 flux_star_60 flux_star_61 flux_star_62 flux_star_63 flux_star_64 sky airmass xshift yshift sky_entropy
2458810.653793652 3827.6630572686545 21090.810941494186 25859.763166942426 24692.241639683863 13555.255017227035 16138.424196463196 15773.422520569848 10882.924023480426 8335.135089457068 8952.896043689503 5242.994275940725 3889.38008716257 4190.669875592396 5258.158932669711 2655.280648083188 3639.261624420398 2593.897835404163 2241.551652819999 2091.9159282723926 1951.9036611634083 1641.0393011764827 1587.251527393978 1205.163406605772 984.9572703789473 1330.892698869508 1029.4584225768583 844.0902808603956 753.189984840502 707.2823751644261 740.3690313159478 588.3997983567931 605.7782960894226 870.7589919073866 540.1349017296142 478.5229413800194 557.418523535697 474.09262972196643 319.363556445065 305.3542279214259 277.37063300183894 353.3145272625445 255.85363835991495 291.35544274965747 280.25352992156985 207.56035679653579 217.08366873251603 177.77459804585087 158.51386353138076 188.5054966536244 257.7615486396525 120.07457603621975 163.63594667272602 128.56862475606323 226.64668960521618 156.33761637299128 173.00129760097576 158.20788176277807 98.18446837521236 125.48918980384381 297.49459417396184 135.25701579132001 83.58315979105245 168.7476063899075 65.7436704362112 86.50579758645424 24.35651255221277 1.683 0.0 0.0 6.628590452095611
2458810.654521044 3538.670460653731 19500.07289078762 24165.336744169465 22094.147655432775 12649.8974804182 15008.215578116587 14870.247507462638 10232.20492607981 7782.906191602352 8278.448993278116 4738.275643489495 3651.7245227784238 3875.7529852419207 4857.170716777464 2441.802669000349 3420.233575143795 2386.4984256297807 2107.1615422010645 1978.7669471304087 2013.5854001189998 1542.5764166392134 1487.9383245976214 1125.5355508243103 920.2442631649309 1238.408342065662 967.6432219264204 780.6029486458011 690.2871479852814 646.382441741592 675.2788060233754 536.4763286305204 564.7076606344413 802.8580785810366 491.64864197777547 433.04328543214945 513.1115422699697 433.1208209431003 301.4987179216269 275.1758349387557 261.9528267216345 338.0602626078374 228.74884623784163 273.3494625441953 260.07903084544233 193.9267781249131 202.04647441253084 134.69807060558912 142.046426007139 175.58474366499286 240.38647566077222 106.05039835647815 152.15988890067285 131.0528038541059 211.38398724252377 138.3738401482551 154.06119187386648 136.97268131512683 90.73552984207441 123.93515539320263 265.22187000242604 125.8396844839522 54.29128177842261 167.07305541519113 77.291251213673 93.46594992278455 24.208433255055468 1.679 4.215562311213134 -1.9949621543150258 6.7583432909311085
2458810.655248243 3360.6511106150883 19028.306159917793 23208.659402501235 20852.89123963771 12103.216612646971 14426.476862884127 14309.866788493551 9808.928742384076 7464.518072327061 7991.262526483255 4733.305364740538 3450.0709207918826 3727.0633762148987 4664.992137988981 2339.0289286208085 3289.7617406503946 2310.7773876519814 2041.4775153741211 1885.0096370951214 1910.6148849591602 1477.4487780455936 1415.2010727564038 1103.100910398203 885.8021490669324 1163.1952262935936 917.5630397676956 755.5350971047369 648.284571301613 627.5468478964506 650.1519940654088 493.56528601902244 542.2307974328985 764.091551172159 479.5676540927816 410.06860469950965 501.4292640278921 416.8095241427266 266.2047507608009 260.92789968779545 265.2544135072055 334.3230458175172 215.45973036066667 267.50388222586287 254.3997513862511 186.37127421463083 191.97795691026937 139.84268173892343 146.12630319427893 177.96232354107488 234.84608456780455 96.8049545864497 149.15732971790905 111.55692085012852 201.32793027015578 131.4172325064593 153.00872451861116 135.68267238264087 90.34375411328122 128.7162414277671 270.1451697214148 124.5437316596149 76.0435556848223 145.7451862819522 53.11621164558262 87.14769758086477 24.19747841760934 1.675 4.53105039411453 -4.203039911388657 6.837429397864499
2458810.655975952 3502.9662967674126 19550.667082816817 24190.78718252066 22597.17449572934 12593.414539033924 15009.31694359076 14748.872394093762 10205.829279588039 7746.311415909896 8271.57883170584 4855.970163734082 3591.375408265506 3879.359426269364 4857.923588499612 2472.772875239565 3414.9027594687377 2408.2718391989356 2108.4411127507105 1949.4866373734878 1909.0435609029626 1535.1316220103656 1468.780410107585 1113.889733258657 929.994574881022 1220.4973746609166 969.2748015768409 777.9492184790608 686.2621329523187 653.9402324642977 670.9083957649739 552.3438087735316 582.2857806860721 811.9216451219846 485.6946304919877 423.7543950234889 531.7214596055759 436.24664307146355 295.57087180646096 275.22814597862504 274.05091213192304 339.94547333342973 223.76223011527617 273.39027496628404 277.628069995138 190.34633397388777 200.07371195096056 163.33313513946487 146.07963163011786 172.43413032547687 248.74980439915768 114.87496752421526 138.5897574646282 105.16431957028496 204.24094239337427 126.8337361700794 177.0406743692952 137.8263432586032 98.3300169904532 100.75449058962307 273.70605841410674 124.23486792685387 78.39681544349781 178.081670594747 80.5753648195212 91.68209817960548 24.142767375370315 1.67 -2.4256071587833645 -6.699092636175898 6.792356827002905
2458810.656703589 3746.002444429587 20626.52134138304 25596.42819694215 24351.845058747836 13354.590882189867 15867.008777756071 15637.924710745834 10742.130938945147 8173.28789359787 8825.444802737182 4980.45961755863 3810.3292105463393 4088.8790780875734 5154.263948820116 2573.6255527944304 3638.926627870847 2530.7721728397833 2224.3414028485026 2060.8651580338783 2007.5862156966148 1604.0529594857644 1548.4021851363843 1199.575605560029 987.1226841442626 1297.8809117903263 1031.3263834845459 833.7423969110425 740.7374932307479 677.7491099452183 721.6722576953257 561.7584221324903 646.2074846462822 844.5448813003788 489.5621768963562 471.5325749733854 531.8330063659213 447.16914606265294 317.63994845609704 291.33686090240565 310.4392997929836 352.09428763929174 244.55575671570259 277.4145699875022 266.497567959805 198.5264170109692 207.73252077209375 157.88815256660746 143.71638110336886 199.93232549346672 230.87244016569167 114.07974247513145 155.73182692995567 108.10881264873508 222.18059976437846 136.67632181485823 190.947235092804 154.851793293165 98.42036074130932 109.04965579807661 315.92076790674764 126.76062821969778 60.37120354630169 171.10161025395985 74.56420636603629 88.28868331244739 24.0713279542317 1.666 4.46333352871104 -9.161900476040628 6.610528444944762
2458810.6574311163 3518.212590667152 19523.56305933214 24007.713189886144 22645.429782077936 12631.013055201764 14941.58775103524 14718.161141780563 10084.766870702202 7757.862757874294 8265.666415288015 4887.748088713334 3622.2958387833546 3854.8043864155634 4853.511708553303 2419.0205167722947 3397.269127686044 2380.162684968924 2108.0342352409198 1932.5641795513413 1985.4564521359619 1519.260435093856 1462.6394800824075 1124.3747120554287 941.8575049474136 1256.9667594427322 970.4531879367714 779.9218150556709 677.2305888424744 641.4178855931949 683.1112955069208 516.6437785547062 584.6249448512322 796.3034989523061 474.8676030928521 444.1097425017496 517.3151674024703 428.9323504902801 281.27292962871337 293.675809423673 283.2511324561434 327.9360820147219 216.14544535933334 271.4180958116524 284.70596832088876 199.32810630292224 192.46385718967454 161.35907717749555 135.61013212721056 175.9162294584986 248.49474004617852 121.49960581447813 149.13376979443515 112.1736948662098 217.97020880758257 135.2463129503575 165.5939870984507 136.75588258560845 103.24382960567212 117.50973997944578 292.92846283531105 121.8185890567295 78.67802083434168 169.3697658326894 81.3761301344571 100.50550726548924 24.231744950527432 1.662 -4.228062170259811 -7.255803825831158 6.7105881212768175
2458810.658158675 3717.530096336492 20629.842208572678 25456.433764134345 22710.38859281369 13235.398428267372 15808.079709796928 15431.227115331056 10696.12735374627 8164.384108320818 8676.812982137442 5085.591206597293 3814.6212659160783 4073.0448836765777 5111.011329134721 2619.67417514201 3595.286302950686 2537.660670140466 2229.880553719621 2047.0026984877545 2037.009591506766 1609.8245393787947 1572.167628021485 1181.406683269726 987.5812255983687 1281.4812550661154 1027.8994365109722 826.3890814812931 719.4006220517253 686.2700663563174 716.6950885890857 578.7028281378152 614.6221258816066 821.2520700359979 489.2767550246887 470.8215358082962 541.6253804403697 475.886729507578 322.77248513177426 298.64152079593816 303.34363075702953 354.9732300293797 233.1166750320379 283.905456045788 269.8934395257073 207.4875321819738 209.49913485882087 162.99625356922527 144.90977307060868 196.11141918459228 264.3705313618906 134.6380702971481 151.68286292179062 108.2211302846641 214.63893047287323 161.60134968026347 159.8019972242211 116.26055365776992 87.63593816700062 117.42409600033812 317.65375255150235 138.1850985078956 87.99013685437772 171.30160056213887 84.55103264686672 87.9270901887435 24.318105157775758 1.658 -4.3000871217815195 -9.207310627905649 6.597808485489169
2458810.6588863865 3460.6196719672503 19410.692582815456 23883.393258259548 22536.131672190168 12432.899980579376 14776.128514119122 14477.630001146726 10009.905475488556 7583.264322087592 8257.748172792653 4880.182952043901 3523.446385652865 3792.430839411982 4795.474716971019 2413.7809046003404 3362.927008576042 2363.5442045835266 2064.793875461784 1956.1550658076633 1763.3068432394434 1497.921538186118 1432.9533071677113 1076.9566813404265 918.364632256072 1200.509055285703 967.1084918639923 771.946081073232 670.0024418053887 634.4870847127469 686.8347437553613 507.27281177054294 560.9518942656297 790.8676732244999 477.3640159190894 427.8326089047633 516.5371558941144 437.20412151824956 276.15577163354413 278.9739906467041 362.3913386096867 334.40487650635674 234.05788553783495 253.09803441129043 253.69609247928506 174.14010209993285 201.2890828952339 143.55709596853316 148.69003057437948 183.31960602168013 229.17406491561462 116.64830198708903 138.84606590397306 104.06212697243318 190.11063523289826 140.74840115982224 161.0584929139043 128.1376986882601 80.89672119760944 102.11661241145242 282.327572104459 117.09684772287049 76.69260718545993 154.96711545687964 43.34938373530167 96.26062582405672 24.340432968281746 1.654 6.812328119173976 -5.150980654753759 6.780789470077002
2458810.659613639 3819.2598098265194 21009.481068873414 26065.857151430075 24439.157798216493 13644.895163340552 16167.987518405778 15843.65315088632 10905.204670833726 8364.54692887411 8974.6623797055 5218.160544559052 3857.3913101880444 4148.131771443135 5222.63486642425 2655.987968236107 3661.3107175289847 2582.721405883793 2263.0455492086535 2108.356323521615 1979.478499423926 1656.8785983674704 1591.385233097762 1211.1390280639598 1020.799684498949 1324.631427180732 1049.9989142307702 825.3877834168214 742.3993641910482 701.0727914605678 722.8277272204879 573.5655878578507 633.397202990598 874.1782923023129 536.2880536453459 459.1089661272475 560.0485651255052 463.5029004743468 315.6501473828801 305.93047240356776 301.104000887495 370.29636431028194 250.16534787642595 277.2409987310093 282.4201339509474 224.5124638704331 202.56166446160836 157.05635049016468 144.76362729352743 189.13099342957332 270.24836211211806 148.90993008877365 146.7715884015391 115.8963967407782 215.18955796753482 148.90958042054166 186.18052439023256 156.24837687591304 115.10646569630383 96.91889171413786 281.1740508749344 159.64310588207348 75.8988352449213 173.43553607972183 68.09427857053427 94.01699605374112 24.31275486915941 1.65 2.573463177237077 -6.0003883614180324 6.613264118285878
2458810.6603412014 3575.2687934505075 19808.37792924118 24522.90095570421 22808.94061996167 12762.136393712603 15248.656656700332 15056.277067479714 10282.01663028372 7864.305091771242 8411.55042785503 4825.027352093758 3638.9547550320626 3899.119452391979 4957.363545257115 2468.380498594875 3459.3036421280694 2430.55656505753 2134.9476442603027 1955.3782007384784 1899.924175468155 1562.2770242561062 1487.527372469424 1149.0889382104128 930.9418541020112 1232.319130729809 993.0862668390075 791.4527020441678 717.1706303655761 647.1037372977638 666.1319802426209 533.4395831094153 588.7656446132081 833.940675393816 486.71817384999787 439.93753940995083 521.7699225104705 440.2976566781047 290.655985299751 282.6916944624798 263.9105166311143 338.835915800086 241.2225096553079 261.5066216080537 262.6699708850084 199.23273576474847 227.3149996983256 149.45451238714352 142.31577379433534 197.13418900400478 247.80565739490945 119.80129793371597 122.99910120879552 104.53122607116917 202.06153191495395 142.71437440411052 173.0415793359988 146.0140176774022 94.5093622571711 108.91360173595507 278.57797658592267 106.75840341707614 72.44921237173354 167.6874199684331 63.81555648884387 79.77142472465154 24.2304959037542 1.646 6.046307377208567 -4.3322442263078145 6.749385071200402
