"Star_Name","SIMBAD_QUERY","RA","DEC","source_id_DR2","source_id_DR3","2mass_id","Bmag_s","eBmag_s","Bmag_g","eBmag_g","Vmag_s","eVmag_s","Vmag_g","eVmag_g","Gmag","eGmag","BPmag","eBPmag","RPmag","eRPmag","Jmag","eJmag","Hmag","eHmag","Ksmag","eKsmag","EBV","EBV_68L","EBV_68U","lum","lum_68L","lum_68U","parallax","eparallax","U","V","W","e","Rgal","X","Y","Z","teff","eteff","logg","elogg","feh","efeh","vsini","evsini","vmicro","evmicro","vmicro_flag","mass","mass_68L","mass_68U","rad","rad_68L","rad_68U","age","age_68L","age_68U","A_C","A_O","A_N","eA_C","eA_O","eA_N","sindex","logrhk","cairt","prot","params_analysis","params_ref","abund_analysis","abund_ref","amr_analysis","amr_ref","version","note"
"CoRoT-10","CoRoT-10",291.0637,0.74611,"Gaia DR2 4263752921128319616","Gaia DR3 4263752921128319616","J19241528+0044461",16.6760005950928,NA,NA,NA,15.2159996032715,NA,NA,NA,14.648624,0.002769,15.47713,0.003224,13.759842,0.003887,12.5270004272461,0.025,11.9289999008179,0.028000001,11.7819995880127,0.021,0.382141213575739,0.341508596276842,0.421315968797734,0.335743679,0.312256388292349,0.359657491558994,2.9132,0.026000001,46.256907651959,214.829257260903,-7.28134311436251,0.157146156457632,7732.02,-7729.25936967648,206.773340701074,-17.3994811813465,4890,111,4.45,0.15,0.22,0.001,2.2,0.4,0.45,0.15,"fixed",0.806049,0.758175,0.850992,0.810202,0.781303,0.842604,NA,NA,NA,8.71,NA,8.14,0.02,NA,0.12,NA,NA,NA,NA,"EW","M22","C_SYNTH;N_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"CoRoT-11","CoRoT-11",280.687300057667,5.93765777570948,"Gaia DR2 4285511294172309504","Gaia DR3 4285511294172309504","J18424494+0556156",13.4879999160767,0.01,13.593892,0.003152528,12.8690004348755,0.01,12.991337,0.002249712,12.83414,0.002767,13.144866,0.003696,12.335336,0.004448,11.58899974823,0.021,11.4160003662109,0.028999999,11.2480001449585,0.022,0.169349499940488,0.155037925677947,0.18369216540648,3.64591706693311,3.49901253133701,3.8127382943127,1.5339,0.0144,26.4537048545641,228.958996779424,-4.79438786723772,0.0967156569646717,7492.81,-7482.4802497503,393.236377715622,76.009978752678,6541,81,4.21,0.02,0.03,0.045,38.3,1.1,1.63,0.06,"fixed",1.316575,1.293712,1.340345,1.476822,1.429565,1.525743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"CoRoT-19","CoRoT-19",97.0335989465411,-0.170730131,"Gaia DR2 3120002649138831360","Gaia DR3 3120002649138831360","J06280805-0010144",14.7799997329712,NA,14.899418,0.004875474,14.0069999694824,NA,14.048615,0.003296944,13.771415,0.002769,14.256995,0.003121,13.113342,0.003883,12.3240003585815,0.024,11.9610004425049,0.022,11.8369998931885,0.024,0.324107046237155,0.310831363601142,0.337275309291541,3.60380744240197,3.44027004326744,3.77529697912539,1.1899,0.018100001,4.48940919613358,193.750885571382,10.900346195779,0.124530919551459,8732.16,-8721.87142782346,-423.750573276793,-49.8107274663962,6202,63,4.11,0.02,-0.014,0.04,6.5,0.3,1.43,0.04,"fixed",1.264153,1.234331,1.287076,1.641166,1.589105,1.693646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"CoRoT-2","CoRoT-2",291.77706,1.38371,"Gaia DR2 4287820848378092672","Gaia DR3 4287820848378092672","J19270649+0123013",13.4219999313354,NA,NA,NA,12.5679998397827,NA,NA,NA,12.236511,0.002882,12.708138,0.00409,11.600407,0.004584,10.7829999923706,0.028000001,10.4379997253418,0.037,10.31000042,0.030999999,0.156028670575956,0.143327730268926,0.169287261079213,0.64174288,0.62359558574358,0.661156567934381,4.6895,0.0143,37.334049422015,238.272920071697,1.85066108307604,0.155609511101346,7835.06,-7833.96744018111,130.985555040082,-2.58062339361738,5615,48,4.45,0.16,0.02,0.03,10.2,0.3,1.59,0.01,"free",0.942728,0.927241,0.955581,0.865815,0.855178,0.878256,NA,NA,NA,8.38,8.82,NA,0.05,0.12,NA,NA,NA,NA,NA,"EW","M22","C_SYEW;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"CoRoT-28","CoRoT-28",278.688320782555,5.57369019918839,"Gaia DR2 4284680029006075648","Gaia DR3 4284680029006075648","J18344520+0534254",14.9940004348755,0.033,NA,NA,13.7749996185303,0.022,NA,NA,13.398559,0.002769,14.05461,0.003167,12.618852,0.003811,11.6009998321533,0.023,11.1429996490479,0.025,11.0319995880127,0.025,0.328673766932018,0.309304914685683,0.346956587728072,4.35815955594888,4.15623807083822,4.57498741660243,1.3023,0.015900001,-32.1822058396716,161.817676631767,7.35833912469679,0.304991552900316,7395.88,-7382.24535525949,448.823198442892,106.554331520965,5390,61,3.81,0.02,0.24,0.13,4.3,0.3,1.02,0.03,"fixed",1.308032,1.259222,1.349236,2.370915,2.293965,2.450331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"CoRoT-3","CoRoT-3",292.055283234716,0.121835849449609,"Gaia DR2 4263427117767106816","Gaia DR3 4263427117767106816","J19281326+0007185",14.1990003585815,NA,NA,NA,13.2919998168945,NA,NA,NA,13.208983,0.002767,13.601974,0.003031,12.640237,0.003827,11.9359998703003,0.029999999,11.710000038147,0.041999999,11.6180000305176,0.034000002,0.295342612204806,0.278927660450455,0.310980149566938,4.66408779649851,4.42913744521667,4.89583438321486,1.3118,0.0177,-38.4728916935133,200.676617348125,3.81328867202045,0.16239953849611,7413.79,-7399.70048750195,456.921333077475,-84.5549995091913,6751.5,81,4.2,0.02,-0.015,0.045,19.1,0.6,1.78,0.06,"fixed",1.378312,1.354548,1.402272,1.567679,1.514496,1.622791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"CoRoT-7","CoRoT-7",100.956169727939,-1.063007579,"Gaia DR2 3107267177757848576","Gaia DR3 3107267177757848576","J06434947-0103468",12.7799997329712,0.270000011,NA,NA,11.7299995422363,0.150000005960464,NA,NA,11.519906,0.002767,11.935497,0.002942,10.940556,0.003855,10.3009996414185,0.024,9.88000011444092,0.022,9.80599975585938,0.021,0.00310529,0.00078881,0.008207737,0.493820063199955,0.489678345636919,0.499042526032941,6.2676,0.0139,-13.0559687362793,211.987318123554,13.5210835185145,0.0577110278883523,8134.14,-8133.67824276015,-86.8595515397005,19.3524181731357,5126,54,4.28,0.15,0.01,0.03,2.3,0.1,0.43,0.18,"free",0.798463,0.77498,0.822942,0.886225,0.867924,0.905303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"GJ143","GJ143",51.7502989007942,-63.50020036,"Gaia DR2 4673947174316727040","Gaia DR3 4673947174316727040","J03265922-6329569",9.30200004577637,NA,9.198866,0.004251887,8.14299964904785,NA,8.101539,0.002675976,7.686759,0.002764,8.306118,0.002909,6.936548,0.003825,6.08099985122681,0.02,5.524000168,0.030999999,5.375,0.024,0.111545821252778,0.095603141,0.128021361779489,0.247939603514101,0.241267039170786,0.254837274443735,61.2271,0.015,20.4605995008594,167.55181568109,-11.9767024154762,0.26743891860195,7998.18,-7998.17179170509,-11.2349073067806,13.2811816292301,4796,139,4.58,0.06,-0.17,0.14,2.1,1.1,1.09,0.15,"free",0.697747,0.660282,0.736568,0.710513,0.687226,0.734057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-1","HAT-P-1",344.445368939358,38.6749131009608,"Gaia DR2 1928431764627661440","Gaia DR3 1928431764627661440","J22574684+3840302",10.8199996948242,0.01,10.942371,0.003427142,9.86999988555908,0.01,10.335555,0.00263856,10.18196,0.002764,10.491833,0.002835,9.706168,0.003785,9.1560001373291,0.026000001,8.923000336,0.029999999,8.85799980163574,0.017999999,0.0288790648266016,0.0146328871881983,0.045076494,1.74008455134651,1.68284420045662,1.80690481017005,6.2438,0.0146,5.97617553025186,215.764470085672,-29.2132789338846,0.0248459072278582,8027.26,-8025.87196850388,149.194411646674,-27.157891507022,5986,84,4.31,0.03,0.07,0.1,5,0.4,1.07,0.04,"fixed",1.103719,1.054895,1.151757,1.220279,1.181086,1.260979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-12","HAT-P-12",209.38945,43.4935,"Gaia DR2 1499514786891168640","Gaia DR3 1499514786891168640","J13573347+4329367",12.6000003814697,NA,13.829378,0.004185779,12.8400001525879,NA,12.783613,0.002251035,12.408207,0.002762,12.991905,0.002871,11.6829,0.003791,10.793999671936,0.023,10.2360000610352,0.022,10.1079998016357,0.016000001,0.117844069742277,0.103803402827686,0.131588571872846,0.244873539069198,0.238605847099736,0.250944060896308,7.0448,0.0105,-35.8114005967708,140.053037834461,0.276447252838851,0.403789273077679,7997.92,-7997.75461147227,51.1252801592459,157.403319068843,4828,67,4.62,0.16,-0.21,0.06,4.2,0.4,0.97,0.55,"free",0.686326,0.656924,0.716473,0.702863,0.68625,0.718876,NA,NA,NA,8.41,NA,NA,0.03,NA,NA,NA,NA,NA,NA,"EW","M22","C_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-13","HAT-P-13",129.882372313413,47.3519039748912,"Gaia DR2 1014520826353577088","Gaia DR3 1014520826353577088","J08393180+4721073",11.1499996185303,0.079999998,11.29409,0.004086585,10.4200000762939,0.059999999,10.587834,0.002759103,10.418949,0.00276,10.768716,0.00284,9.905181,0.003788,9.328000069,0.017999999,9.057999611,0.017000001,8.97500038146973,0.017000001,0.003016068,0.000780982,0.006970172,3.05450740847914,3.01729910824003,3.09626247331083,4.075,0.0186,-21.6012124899092,206.190459335793,-6.23185019254721,0.0983866961824199,8192.45,-8192.40643551032,25.4030142669413,175.134137087598,5755,26,4.05,0.03,0.49,0.02,3.4,0.8,0.94,0.05,"free",1.344764,1.311697,1.357727,1.760413,1.741667,1.780046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-14","HAT-P-14",260.116172301865,38.24216726,"Gaia DR2 1340497608486742400","Gaia DR3 1340497608486742400","J17202788+3814317",10.4099998474121,0.029999999,10.414929,0.003692058,9.98999977111816,0.029999999,9.997033,0.002313584,9.877845,0.002762,10.105917,0.002834,9.492494,0.003789,9.0939998626709,0.021,8.92700004577637,0.02,8.850999832,0.018999999,0.061218015,0.0462792775580016,0.079374971,4.90362327533866,4.71274406829415,5.13744661834383,4.4473,0.0106,10.3876413687853,216.668741467083,-6.56152436891345,0.0386431353560524,7915.04,-7913.28902718009,166.381643282146,148.960117671615,6698,216,4.16,0.02,-0.01,0.02,9.1,0.1,1.61,0.02,"fixed",1.391,1.368829,1.41506,1.626895,1.522087,1.740442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-15","HAT-P-15",66.2481445205967,39.4606006844433,"Gaia DR2 179498266829041664","Gaia DR3 179498266829041664","J04245952+3927382",13.0200004577637,0.340000003576279,13.004609,0.006114386,12.4099998474121,0.239999994635582,12.023058,0.003102911,11.716202,0.002767,12.251607,0.002934,11.02392,0.003815,10.1940002441406,0.023,9.7519998550415,0.028999999,9.64099979400635,0.018999999,0.231737979291991,0.212270257352655,0.250126687101763,1.01773294369265,0.975975423462717,1.05867072587126,5.1856,0.0166,-23.6850029368014,227.791825274233,6.95626469651404,0.0915089302323121,8181.87,-8181.6492580102,60.5618027416334,2.42819800213329,5608,108,4.4,0.04,0.23,0.1,2.4,0.3,0.66,0.09,"fixed",1.025124,0.973605,1.074324,1.064501,1.026085,1.108401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-16","HAT-P-16",9.57303026784882,42.4630953973311,"Gaia DR2 381592313648387200","Gaia DR3 381592313648387200","J00381756+4227470",11.3800001144409,0.059999999,11.440302,0.003860639,10.9099998474121,0.059999999,10.891087,0.00202902,10.758675,0.002758,11.036283,0.002833,10.316913,0.003795,9.85000038146973,0.022,9.6230001449585,0.022,9.55300045013428,0.02,0.009024079,0.002617343,0.0192873199613662,1.87116292988297,1.83828257907228,1.9197374604956,4.4958,0.0155,39.4267747266775,229.265645637781,9.5909214629841,0.14316988902814,8107.57,-8105.57071247594,179.980298780949,-51.9938600877944,6126,69,4.33,0.03,0.07,0.1,3.5,0.2,1.08,0.04,"fixed",1.147336,1.099916,1.193023,1.209774,1.18076,1.240074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-17","HAT-P-17",324.53638,30.48873,"Gaia DR2 1849786481031300608","Gaia DR3 1849786481032616960","J21380873+3029193",11.3299999237061,0.059999999,11.315575,0.002665762,10.3800001144409,0.029999999,10.498033,0.001950214,10.278542,0.002767,10.694603,0.002805,9.69445,0.003784,9.01700019836426,0.022,8.61900043487549,0.028999999,8.54399967193604,0.025,0.0352960385413046,0.0205772856126814,0.050236778,0.558915722128304,0.542291939230836,0.57650504828954,10.8195,0.018200001,76.5670485601706,237.192392711902,-13.8755937372704,0.274081093174854,7986.41,-7985.92904759372,87.6373462159325,-0.793750801181183,5066,101,4.4,0.16,0.1,0.001,0,0,0.61,0.15,"fixed",0.814925,0.76964,0.869587,0.954654,0.918367,0.989462,NA,NA,NA,8.49,8.71,7.82,0.03,0.16,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-19","HAT-P-19",9.51672,34.71154,"Gaia DR2 365426679516816512","Gaia DR3 365426679516816512","J00380401+3442416",13.8339996337891,0.050000001,13.840523,0.004194921,12.8529996871948,0.059999999,12.836844,0.002155343,12.545546,0.002763,13.058815,0.002851,11.884494,0.003811,11.0950002670288,0.02,10.6440000534058,0.022,10.5459995269775,0.018999999,0.05404995181105,0.04764226,0.06074469,0.357473645218646,0.352224250879578,0.363070157832793,4.9567,0.0137,50.3175736783029,218.75471699814,-9.74979570700478,0.17026669894893,8090.24,-8088.76685745046,154.436311960024,-69.6842955694677,5090,19,4.63,0.03,0.39,0.04,1.3,1.2,1.23,0.1,"free",0.897562,0.893093,0.902055,0.799575,0.796831,0.803392,NA,NA,NA,8.87,NA,8.44,0.02,NA,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-2","HAT-P-2",245.1514306,41.0479560742917,"Gaia DR2 1380825667768742144","Gaia DR3 1380825667768742144","J16203635+4102531",9.14999961853027,0.02,9.150551,0.003210907,8.68999958,0.01,8.719044,0.001653394,8.608558,0.002763,8.832462,0.002807,8.228189,0.003796,7.7960000038147,0.027000001,7.65199995040893,0.037999999,7.60300016403198,0.02,0.005402143,0.001475155,0.0122654804450378,4.458986285,4.41222980678514,4.540940549,7.7811,0.0118,18.9749409348296,207.579496882931,-2.74296645386416,0.0890732400584751,7961.88,-7961.45640333113,82.0400185828708,116.123161398395,6521.5,49.5,4.18,0.01,0.075,0.03,22.1,0.5,1.63,0.03,"fixed",1.383234,1.368895,1.396747,1.647685,1.62035,1.675512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-20","HAT-P-20",111.91645,24.33653,"Gaia DR2 869913435026514688","Gaia DR3 869913435026514688","J07273995+2420118",12.5799999237061,0.01,12.612582,0.008358489,11.3500003814697,0.029999999,11.424473,0.003414178,10.990832,0.002859,11.640628,0.003509,10.222832,0.00409,9.27600002288818,0.022,8.74300003051758,0.021,8.600999832,0.018999999,0.128941513192291,0.116160511529595,0.143166647107652,0.238484406992594,0.233208737138561,0.244496561219635,14.0065,0.0176,31.2846923874957,207.014976300161,-11.8519170221198,0.122390780969827,8065.52,-8065.50476885938,-16.8651711591681,47.7341725400859,4786,44,4.66,0.15,0.1,0.03,3.8,0.9,1.52,0.04,"free",0.766357,0.747434,0.781182,0.718388,0.70944,0.729452,NA,NA,NA,8.63,8.87,7.86,0.05,0.15,0.12,NA,NA,NA,NA,"EW","M22","C_SYNTH;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-21","HAT-P-21",171.274934600799,41.0280225843688,"Gaia DR2 770622651659107712","Gaia DR3 770622651659107712","J11250598+4101406",12.56000042,0.259999990463257,12.404044,0.004228994,11.460000038147,0.109999999403953,11.726333,0.002948657,11.557181,0.002872,11.902174,0.003641,11.050494,0.004068,10.5030002593994,0.022,10.1540002822876,0.018999999,10.1110000610352,0.017999999,0.0108035882036171,0.002921962,0.023149815,1.49343594972109,1.45995641307079,1.53824340875107,3.519,0.0228,23.4188305700878,244.908621484455,-44.8312292094241,0.167415542677423,8106.19,-8106.16950650648,20.1754487613053,287.802980100656,5666,86,4.22,0.04,-0.02,0.11,5.4,0.2,1.06,0.04,"fixed",0.966704,0.916234,1.01901,1.256761,1.216835,1.298329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-23","HAT-P-23",306.12385,16.76217,"Gaia DR2 1808938730710633984","Gaia DR3 1808938730710633984","J20242972+1645437",13.0500001907349,0.379999995231628,12.976572,0.00300319,11.93999958,0.200000002980232,12.320208,0.00259864,12.162349,0.002789,12.493802,0.003202,11.667481,0.00394,11.1029996871948,0.022,10.8459997177124,0.022,10.7910003662109,0.02,0.054049257,0.044778135,0.063594716,1.52744851208102,1.49226949851852,1.56406918859455,2.7358,0.0108,-4.02371628637528,216.392854003197,-13.2945173762793,0.0233909331358674,7821.61,-7815.60040790849,306.446534589623,-50.5366568160017,6104,37,4.4,0.12,0.29,0.01,8.8,0.5,1.48,0.05,"free",1.209228,1.198502,1.216738,1.13191,1.122742,1.142539,NA,NA,NA,8.58,NA,8.23,0.07,NA,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-24","HAT-P-24",108.82508,14.26261,"Gaia DR2 3167323052618369408","Gaia DR3 3167323052618369408","J07151801+1415453",12.210000038147,0.170000001788139,12.210717,0.003265247,11.7600002288818,0.159999996423721,11.749206,0.002243932,11.632562,0.002767,11.870594,0.002961,11.241657,0.003844,10.7969999313354,0.022,10.58899974823,0.024,10.5430002212524,0.02,0.000255911,6.20451432467011e-05,0.000693673,2.85173295240745,2.81335302377349,2.89070561209817,2.4202,0.0148,18.2375572949179,224.705912135007,19.9226734274897,0.0715037760452075,8374.38,-8372.91590144463,-156.410653807042,109.622335028167,6201,8,4.14,0.16,-0.34,0.01,10.8,0.2,1.46,0.09,"free",1.040264,1.031221,1.046275,1.458005,1.447261,1.468835,NA,NA,NA,8.25,NA,NA,0.08,NA,NA,NA,NA,NA,NA,"EW","M22","C_SYEW","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-26","HAT-P-26",213.15639,4.06003,"Gaia DR2 3668036348641580288","Gaia DR3 3668036348641580288","J14123753+0403359",12.3299999237061,0.209999993,12.590458,0.00502158,11.7600002288818,0.180000007152557,11.71373,0.002354874,11.461785,0.002769,11.918899,0.002917,10.840428,0.003815,10.0799999237061,0.022,9.68500042,0.023,9.58100032806396,0.023,0.0412646873727894,0.028877587,0.055163144,0.464434202576202,0.452879725,0.477464329827794,6.9985,0.020400001,86.0697104169658,173.769538405538,-26.9659726658068,0.351521449782665,7929.85,-7929.83558762912,-16.7258531143832,148.366748043972,5034,61,4.47,0.16,0.13,0.03,0,0,0.47,0.38,"free",0.812244,0.785061,0.840787,0.890752,0.867084,0.914799,NA,NA,NA,8.52,NA,7.76,0.03,NA,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-27","HAT-P-27",222.76745,5.94737,"Gaia DR2 1159336403336463872","Gaia DR3 1159336403336463872","J14510418+0556505",13.1800003051758,0.100000001490116,NA,NA,12.18999958,0.129999995231628,NA,NA,11.955731,0.00279,12.391749,0.003051,11.344806,0.003939,10.6260004043579,0.026000001,10.2489995956421,0.023,10.1090002059937,0.021,0.0100134476810335,0.002584365,0.025361981154113,0.547081428952654,0.537984501789465,0.563391342593141,4.9528,0.016899999,-13.7005672543703,211.835186927691,4.85024169325159,0.0615784428408183,7882.38,-7882.37598535349,3.44051959379212,189.099469621404,5146,107,4.45,0.16,0.41,0.001,2.9,0.3,0.6,0.15,"fixed",0.916913,0.861956,0.966468,0.924148,0.897717,0.958711,NA,NA,NA,8.83,8.87,8.3,0.02,0.21,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-28","HAT-P-28",13.00078,34.72839,"Gaia DR2 363702817083391232","Gaia DR3 363702817083391232","J00520018+3443422",13.3999996185303,NA,13.869887,0.002345251,NA,NA,13.076661,0.001611787,12.860381,0.002766,13.274403,0.002831,12.262935,0.003847,11.5609998703003,0.02,11.206000328064,0.023,11.1040000915527,0.017999999,0.138364115142764,0.1262543438796,0.151056210162716,1.23922991333538,1.20125741230816,1.27962745208827,2.4728,0.0156,-52.670270909956,240.138512100415,-8.65370162486543,0.209323622273973,8200.55,-8195.09913428129,298.84429149502,-165.136868036898,5740,55,4.38,0.07,0.13,0.02,2.9,0.5,1.33,0.05,"free",1.031752,1.012266,1.052677,1.120331,1.093129,1.148245,NA,NA,NA,8.51,8.74,NA,0.05,0.14,NA,NA,NA,NA,NA,"EW","M22","C_SYEW;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-29","HAT-P-29",33.1310898025606,51.7787756631961,"Gaia DR2 359058441314838528","Gaia DR3 359058441314838528","J02123147+5146435",12.3000001907349,0.170000001788139,12.561717,0.002793453,11.8299999237061,0.159999996423721,11.895866,0.002045589,11.727677,0.002764,12.072848,0.002877,11.21501,0.00381,10.6479997634888,0.023,10.3950004577637,0.023,10.2969999313354,0.02,0.082108664,0.069860953,0.094797707,1.88229245808631,1.82196767114798,1.94457288063705,3.1358,0.020099999,37.4066744507723,227.640381698049,8.52634422573628,0.134739323031918,8227.55,-8224.58704350004,220.812583626183,-24.7776972598293,6096,61,4.33,0.02,0.15,0.11,5.8,0.2,1.13,0.01,"fixed",1.174527,1.125075,1.221882,1.224865,1.194862,1.256095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-3","HAT-P-3",206.09401017795,48.02856171,"Gaia DR2 1510191594552968832","Gaia DR3 1510191594552968832","J13442258+4801432",12.5299997329712,0.200000002980232,12.455176,0.004161562,11.8599996566772,0.150000005960464,11.527783,0.00184269,11.278651,0.002767,11.739968,0.00285,10.662209,0.003795,9.93599987030029,0.022,9.54199981689453,0.028000001,9.44799995422363,0.025,0.075915806,0.0615153763363457,0.088511749,0.514710692064959,0.500366700720995,0.52861306550562,7.4159,0.0143,13.0472539907833,204.945817959065,-6.40841114442363,0.0863734631268771,8009.16,-8008.99165253471,52.5155087032102,148.869892029327,5250,129,4.51,0.05,0.17,0.12,1.1,0.6,1.09,0.15,"free",0.881126,0.825644,0.927018,0.878839,0.849857,0.914417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-30","HAT-P-30",123.94992,5.83676,"Gaia DR2 3096441729861716224","Gaia DR3 3096441729861716224","J08154797+0550121",10.9499998092651,0.059999999,10.931892,0.004867097,10.3500003814697,0.050000001,10.429553,0.002788974,10.304191,0.002763,10.561463,0.002805,9.886435,0.003789,9.442000389,0.026000001,9.22000026702881,0.028000001,9.15100002288818,0.023,0.002785658,0.000677019,0.007581432,2.42549896213186,2.40264981219118,2.45507999622932,4.8037,0.0148,-40.9868422978302,228.50837065911,19.686389811505,0.147964987978037,8154.52,-8153.66683661651,-117.749987788869,101.456312087577,6223,43,4.27,0.13,0.09,0.02,3.6,0.6,1.19,0.06,"free",1.212306,1.199931,1.225965,1.334569,1.315212,1.354346,NA,NA,NA,8.51,NA,7.92,0.05,NA,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-31","HAT-P-31",271.5376711,26.4266042023156,"Gaia DR2 4583004815239650176","Gaia DR3 4583004815239650176","J18060904+2625359",12.0200004577637,0.100000001490116,12.221936,0.002537923,11.6700000762939,0.109999999403953,11.602315,0.001733888,11.448122,0.002766,11.763358,0.002829,10.965757,0.00379,10.4230003356934,0.023,10.1280002593994,0.027000001,10.0830001831055,0.021,0.028012532,0.0145992615892935,0.042475485,2.49019181483353,2.41135424952573,2.57747700288503,2.9151,0.0134,27.9337662784029,213.613270364608,9.1564005753241,0.0997925697047002,7809.83,-7805.67455601566,254.719186960799,147.685049215874,5994,82,4.17,0.03,0.03,0.1,2,0.4,1.12,0.05,"fixed",1.151307,1.087494,1.200607,1.456381,1.411926,1.50164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-32","HAT-P-32",31.0427593987871,46.6878516478602,"Gaia DR2 356348286886230272","Gaia DR3 356348286886230272","J02041028+4641162",11.789999961853,0.100000001490116,NA,NA,11.43999958,0.119999997317791,NA,NA,11.129302,0.002773,11.391315,0.002923,10.709647,0.0038,10.2510004043579,0.022,10.0240001678467,0.022,9.98999977111816,0.022,0.056827834,0.041940038,0.071193762,2.46371833409117,2.36516440995961,2.5630987324104,3.4938,0.020500001,36.409423986749,227.113554787912,13.3026070461385,0.130685307653185,8200.9,-8198.61391780576,193.652245979695,-45.430385334713,6569.5,67.5,4.34,0.02,-0.05,0.045,22.5,0.5,1.61,0.05,"fixed",1.22564,1.203211,1.246921,1.214767,1.18786,1.245994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-33","HAT-P-33",113.184238296882,33.8350210950755,"Gaia DR2 893550942158776832","Gaia DR3 893550942158776832","J07324421+3350061",11.6599998474121,0.119999997317791,NA,NA,11.0299997329712,0.109999999403953,NA,NA,11.024397,0.002785,11.241342,0.002957,10.654653,0.003836,10.2629995346069,0.021,10.0609998703003,0.024,10.003999710083,0.017999999,0.006987264,0.002090843,0.0145849369475342,4.62657025269928,4.52612954246714,4.7375001144842,2.5186,0.0195,-9.52127954391882,226.010545620911,14.3561499889535,0.0502540650196073,8364.19,-8364.11720469888,-33.8738030626427,179.551598423952,6601.5,49.5,4.19,0.01,-0.04,0.035,15.5,0.4,1.68,0.03,"fixed",1.353919,1.337593,1.370335,1.63745,1.606963,1.668466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
