"Star_Name","SIMBAD_QUERY","RA","DEC","source_id_DR2","source_id_DR3","2mass_id","Bmag_s","eBmag_s","Bmag_g","eBmag_g","Vmag_s","eVmag_s","Vmag_g","eVmag_g","Gmag","eGmag","BPmag","eBPmag","RPmag","eRPmag","Jmag","eJmag","Hmag","eHmag","Ksmag","eKsmag","EBV","EBV_68L","EBV_68U","lum","lum_68L","lum_68U","parallax","eparallax","U","V","W","e","Rgal","X","Y","Z","teff","eteff","logg","elogg","feh","efeh","vsini","evsini","vmicro","evmicro","vmicro_flag","mass","mass_68L","mass_68U","rad","rad_68L","rad_68U","age","age_68L","age_68U","A_C","A_O","A_N","eA_C","eA_O","eA_N","sindex","logrhk","cairt","prot","params_analysis","params_ref","abund_analysis","abund_ref","amr_analysis","amr_ref","version","note"
"KOI-13","BD+46  2629",286.9712706,46.8683345,"Gaia DR2 2130632159134827392","Gaia DR3 2130632159136095104","19075308+4652061",NA,NA,NA,NA,NA,NA,NA,NA,10.38234,0.00286,9.889401,0.016445,9.706606,0.014208,9.46599960327148,0.022,9.45499992370605,0.018999999,9.42500019073486,0.0140000004321337,0.069110358,0.054155557,0.083204664,27.0495395215999,25.4139911797794,28.6152986,2.0319,0.034400001,NA,NA,NA,NA,NA,NA,NA,NA,8211.454057,155.6096754,3.96362319,0.056373,0.2055,0.15,72.11425,0.905181151,3.113666667,0.378281531,"free",2.016205,1.965886,2.066019,2.461619,2.370385,2.556646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","R26",NA,NA,"mr_iso",NA,"v1.0",NA
"KOI-94","KOI-94",297.333071987084,41.89111872,"Gaia DR2 2076970047474270208","Gaia DR3 2076970047474270208","J19491993+4153280",NA,NA,12.896461,0.002523357,NA,NA,12.322589,0.002289447,12.180761,0.002758,12.476459,0.002852,11.723535,0.00379,11.2180004119873,0.022,10.9569997787476,0.017999999,10.9259996414185,0.018999999,0.048427492,0.0379688038105019,0.058865791,2.53331916759693,2.46596924008188,2.60706404173474,2.1069,0.0086,1.94605440935141,215.564028560334,2.11948224155548,0.0244675563066846,7901.04,-7887.84578346395,456.509082544968,90.5677275851658,6290,45,4.25,0.01,-0.047,0.03,8.9,0.2,1.44,0.03,"fixed",1.179235,1.164721,1.194484,1.333624,1.307229,1.360608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"MASCARA-1","HD 201585",317.5515513,10.73887485,"Gaia DR2 1744911763437512064","Gaia DR3 1744911763437512064","21101237+1044197",8.51000022888184,0.0199999995529652,8.498805,0.003483624,8.27000045776367,0.01,8.298926,0.00130601,8.253352,0.002764,8.353887,0.002819,8.047562,0.003802,7.81899976730347,0.0179999992251396,7.74900007247925,0.028999999165535,7.73999977111816,0.017000000923872,0.004290588,0.001080526,0.0146462698685585,13.0668382538764,12.8614204913599,13.4282261320122,5.4889,0.023700001,16.0659912287885,242.180422114067,9.40350482901798,0.124160006254168,7919.67,-7918.34983469875,144.358692103221,-50.4460484120902,7702.562521,123.5700415,4.10833679,0.042118,-0.06875,0.11,105.773,1.812004231,2.943,0.508719307,"free",1.764633,1.725611,1.803304,1.955518,1.905673,2.006601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","R26",NA,NA,"mr_iso",NA,"v1.0",NA
"MASCARA-4","HD  85628",147.5800038,-66.11386053,"Gaia DR2 5245968236116294016","Gaia DR3 5245968236116294016","09501920-6606500",8.39999961853027,0.01,8.379543,0.004978411,8.18999958,0.01,8.222751,0.001890805,8.185563,0.002769,8.264238,0.002839,8.014961,0.003798,7.83699989318848,0.0209999997168779,7.78499984741211,0.052999999,7.75,0.0230000000447035,0.004238574,0.001197055,0.008731926,11.8032776344357,11.6653025944918,11.9829334603007,5.9437,0.017000000923872,20.1279532427512,241.738513115774,2.04915792513264,0.128278049578831,7955.96,-7954.36125126817,-159.575699538065,-2.6263271706878,8046.491147,80.41838165,4.213,0.02,0.048,0.09,43.3725,0.470730992,2.663,0.539144384,"free",1.771869,1.753491,1.791305,1.73925,1.722447,1.756291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","R26",NA,NA,"mr_iso",NA,"v1.0",NA
"NGTS-12","NGTS-12",176.249938664313,-35.64056191,"Gaia DR2 3464620139089832960","Gaia DR3 3464620139089832960","J11450000-3538261",12.9700002670288,0.050000001,12.98142,0.002821879,12.2700004577637,0.02,12.295942,0.002127267,12.118429,0.002761,12.473069,0.002837,11.596166,0.003794,10.9919996261597,0.026000001,10.6920003890991,0.024,10.5880002975464,0.021,0.045044883,0.0265792400953491,0.064047242,2.38328957430631,2.28479926679581,2.48760973366244,2.2471,0.013,-32.9056575560007,232.458870225695,5.17258483983197,0.128277938444348,7884.05,-7874.75893481625,-382.545374901509,214.813545568008,5623,128,4.03,0.05,-0.13,0.11,0,0,0.67,0.1,"fixed",0.986259,0.938837,1.035058,1.592141,1.515491,1.6742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"NGTS-13","NGTS-13",176.240228870127,-38.13971588,"Gaia DR2 5385076140853434752","Gaia DR3 5385076140853434752","J11445767-3808229",13.418999671936,0.01,13.418105,0.002704242,12.7040004730225,0.02,12.725953,0.002033289,12.557459,0.002764,12.905756,0.002844,12.050031,0.003811,11.4809999465942,0.023,11.2440004348755,0.026000001,11.1409997940063,0.021,0.064333561,0.04502571,0.085058473,3.48709922222771,3.33063274249018,3.6682201538615,1.5273,0.0119,-37.2497199711615,180.259331450209,-0.993437861883381,0.230936524136345,7825.68,-7804.8176778749,-570.975944286055,279.17740291433,5905,145,4.07,0.04,0.37,0.11,5.6,0.3,1.23,0.12,"fixed",1.357535,1.273706,1.391073,1.777009,1.680363,1.86307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"NGTS-2","NGTS-2",215.122758171148,-31.20206991,"Gaia DR2 6220602384081327104","Gaia DR3 6220602384081327104","J14202949-3112074",11.4099998474121,0.02,NA,NA,10.9610004425049,0.011,NA,NA,10.862703,0.002778,11.097934,0.00312,10.472544,0.003813,10.0550003051758,0.023,9.85799980163574,0.024,9.79899978637695,0.023,0.0181952983057828,0.008827748,0.0278144837850612,4.53287005931534,4.40837294868061,4.66736756086887,2.7764,0.0196,-33.2342931945499,220.935303406459,6.20441793446254,0.11164026495951,7742.72,-7740.51122797748,-185.047244745164,192.853699057486,6562,45,4.16,0.01,-0.07,0.03,15.4,0.4,1.66,0.03,"fixed",1.333368,1.319031,1.348623,1.639815,1.607781,1.672416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"PH2","PH2",289.763622,51.9626851936599,"Gaia DR2 2139300262131379584","Gaia DR3 2139300262131379584","J19190326+5157453",NA,NA,13.406147,0.003252133,NA,NA,12.739119,0.002148202,12.574943,0.002761,12.911645,0.002873,12.072777,0.003792,11.5010004043579,0.023,11.1820001602173,0.029999999,11.1160001754761,0.022,0.022604593,0.008083603,0.0415421788990127,0.875753542275818,0.847619418666307,0.913950983,2.9134,0.0105,-17.1704249974071,217.082721686437,6.73197141612972,0.0594966012623721,7967.19,-7960.52345613991,325.813177352205,125.521512578168,5788,136,4.46,0.05,-0.11,0.11,4,0.2,1.13,0.15,"free",0.931375,0.875951,0.977709,0.938524,0.904609,0.97898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"Qatar-8","Qatar8",157.41294,70.52712,"Gaia DR2 1076515002779544960","Gaia DR3 1076515002779544960","J10293910+7031378",12.2399997711182,0.140000000596046,12.167361,0.002784518,11.710000038147,0.119999997317791,11.501527,0.001899224,11.344998,0.002784,11.677816,0.002856,10.851117,0.003794,10.2959995269775,0.023,10.0050001144409,0.024,9.9370002746582,0.015,0.006197066,0.001574133,0.015027081,1.70565424449147,1.6807329968829,1.74283537444915,3.6046,0.0164,-43.7807806830264,210.670447786287,-14.1271333554681,0.15420734005994,8153.42,-8152.26713737746,137.384461760656,211.794271483006,5640,93,4.17,0.08,-0.04,0.04,1.3,1,0.75,0.04,"free",0.961211,0.935017,0.990521,1.35392,1.308808,1.400044,NA,NA,NA,8.45,8.77,7.72,0.05,0.1,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"TIC257060897","TIC257060897",227.532159229221,72.7103117072654,"Gaia DR2 1697129530714536320","Gaia DR3 1697129530714536320","J15100767+7242372",12.5799999237061,0.200000002980232,12.392818,0.002938379,11.81000042,0.140000000596046,11.799321,0.001977599,11.661698,0.002763,11.959469,0.002851,11.201644,0.003791,10.6960000991821,0.021,10.4460000991821,0.017000001,10.3870000839233,0.017000001,0.0135592314112662,0.003902481,0.0310299638283647,4.30290834194196,4.192306811,4.48302424424301,1.9695,0.0112,46.6866181514305,241.650819831863,-6.06740672372928,0.19722020513559,8138.69,-8130.66807007237,361.302781354176,356.916683943363,5942,150,3.97,0.06,0,0.001,2.9,0.3,1.15,0.15,"free",1.231852,1.17004,1.356323,1.907718,1.819717,2.009076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-1130","TOI-1130",286.376006004671,-41.43764374,"Gaia DR2 6715688452614516736","Gaia DR3 6715688452614516736","J19053021-4126151",12.4200000762939,0.259999990463257,12.679549,0.007360791,11.5900001525879,0.159999996423721,11.413281,0.003117782,10.898942,0.002783,11.624973,0.002954,10.076888,0.003884,9.055000305,0.023,8.49300003051758,0.059,8.350999832,0.033,0.12485929899224,0.104355693932787,0.143498374348147,0.183155813590507,0.177348371474496,0.188777084361761,17.1212,0.021299999,0.909003843678913,226.92556070654,4.70164767538047,0.0345061703980406,7945.31,-7945.30580079837,-4.0867448112108,4.81329705248623,4468,142,4.6,0.06,-0.12,0.16,3.2,0.4,0.9,0.15,"free",0.669894,0.637449,0.703741,0.66985,0.649409,0.689927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-125","TOI-125",23.593383482097,-66.67636655,"Gaia DR2 4698692744355471616","Gaia DR3 4698692748651744128","J01342273-6640328",11.7200002670288,0.079999998,11.744508,0.003808715,11.0200004577637,0.07,10.938164,0.002248188,10.717915,0.002759,11.134435,0.002833,10.14061,0.003788,9.46599960327148,0.021,9.11200046539307,0.025,8.99499988555908,0.021,0.07225564,0.057134708,0.087119911,0.569364347476685,0.551493538645894,0.588246663952733,9.0623,0.0101,98.9838448190421,228.419161474635,28.1723993427437,0.335244459531977,7968.92,-7968.66807257342,-63.6872169005683,-59.5054523044932,5442,136,4.5,0.05,-0.09,0.11,1.3,0.4,1.09,0.15,"free",0.847303,0.792779,0.892925,0.856146,0.825034,0.893779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-1333","TOI-1333",325.014534203647,48.4067658904911,"Gaia DR2 1978027916667478656","Gaia DR3 1978027916667478656","J21400351+4824243",9.85400009155273,0.024,9.883854,0.003542378,9.4370002746582,0.021,9.466675,0.00226761,9.356977,0.002761,9.575048,0.00281,8.98446,0.003794,8.48499965667725,0.027000001,8.39700031280518,0.043000001,8.27200031280518,0.024,0.00861513,0.002243638,0.0210457603179232,5.43631515349938,5.3360070219098,5.6158029735156,5.1004,0.013,25.3312889481832,217.632061914943,6.59822505310203,0.0864151674777849,8013.99,-8011.61014914501,195.415316731063,14.1561891209837,6503,91,4.08,0.03,0.09,0.12,14.7,0.2,1.78,0.04,"fixed",1.446325,1.396973,1.495507,1.827731,1.77262,1.885076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-1431","HD 201033",316.2036027,55.58792071,"Gaia DR2 2188906825165621120","Gaia DR3 2188906825165621120","21044887+5535166",8.30000019073486,NA,8.278348,0.006003601,8.02000045776367,NA,8.04099,0.001937553,7.989994,0.002764,8.106339,0.00284,7.760967,0.003789,7.54099988937378,0.028999999165535,7.4520001411438,0.044,7.43900012969971,0.028999999165535,0.00238577,0.00057037399083621,0.006802631,10.9417818730174,10.7983112425983,11.1163770421422,6.685,0.0186,-4.76329274190096,205.046304938674,9.59555618835092,0.0761865475237145,8013.24,-8011.86875722151,148.362745257198,39.95439128197,7548.957642,87.79372249,4.08280372,0.044755,0.38975,0.08,7.769333333,0.141549756,2.897666667,0.38439086,"free",1.77746,1.721618,1.829702,2.021732,1.965426,2.079772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","R26",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-1518","BD+66  1610",352.2676049,67.03482738,"Gaia DR2 2210596444367488384","Gaia DR3 2210596444367488384","23290422+6702052",9.21000003814697,0.0199999995529652,9.194341,0.003804512,8.94999980926514,0.01,8.953065,0.002047123,8.903872,0.002765,9.023014,0.002843,8.676863,0.003803,8.42899990081787,0.0230000000447035,8.38399982452393,0.046999998,8.32499980926514,0.0209999997168779,0.0286645949778145,0.0128852668790341,0.050341204,11.7365622663972,11.2130748647788,12.5196732363944,4.3672,0.0141000002622604,23.9485871873232,227.273871266121,3.75971107649438,0.0903563477666527,8098.89,-8096.25883166894,206.577174767202,47.0041999358075,7805.307565,105.3699942,4.1897,0.052,0.25675,0.08,78.35,1.023955403,2.951,0.237362592,"free",1.845505,1.810255,1.880117,1.818591,1.759634,1.879266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","R26",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-1601","TOI-1601",38.3615728467619,41.0134319360092,"Gaia DR2 338382713564401920","Gaia DR3 338382713564401920","J02332674+4100483",11.2700004577637,0.050000001,NA,NA,10.6599998474121,0.039999999,NA,NA,10.529541,0.002767,10.848083,0.002899,10.048383,0.003827,9.50500011444092,0.022,9.26599979400635,0.021,9.19099998474121,0.014,0.040639312,0.021075442,0.060150048,5.57681288474588,5.30607204438812,5.87213805976615,2.986,0.024700001,-5.23468216603518,204.974512581261,21.314302032875,0.0711265408506697,8256.7,-8254.46417597371,192.304413485727,-76.978025273318,6085,83,3.97,0.03,0.29,0.1,5.7,0.2,1.48,0.06,"fixed",1.504445,1.439202,1.543632,2.117505,2.040866,2.193693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-201","TOI-201",87.4017844875727,-54.9104137,"Gaia DR2 4767547667180525696","Gaia DR3 4767547667180525696","J05493641-5454386",10.1040000915527,0.055,9.57259,0.003430353,9.715000153,0.079000004,9.072796,0.002021553,8.949289,0.002761,9.203999,0.002826,8.532517,0.003806,8.10299968719482,0.028999999,7.9229998588562,0.035999998,7.846000195,0.024,0.0260030332735557,0.0118592826154608,0.0425087774308632,2.61269495878547,2.52138612748456,2.722259529,8.9141,0.0142,-25.8600408906419,218.753814748418,4.92318450324141,0.087738305222699,8012.73,-8012.15576031195,-95.7797742520143,-32.1153071694138,6332,93,4.3,0.03,0.23,0.1,9,0.2,1.5,0.04,"fixed",1.298556,1.255922,1.337656,1.339992,1.299783,1.384463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-216","TOI-216",73.98000609,-63.26033787,"Gaia DR2 4664811297844004352","Gaia DR3 4664811297844004352","J04555525-6315362",NA,NA,13.387269,0.005059486,NA,NA,12.425744,0.002802377,12.157634,0.002781,12.643642,0.00307,11.514852,0.003881,10.7589998245239,0.023,10.3319997787476,0.026000001,10.2180004119873,0.021,0.096364843,0.080491121,0.111476652039078,0.425498362,0.412425937371764,0.438652557030237,5.6152,0.0096,63.0793224766335,210.820966342715,-21.1700137076883,0.215657123824004,7993.09,-7991.82719097477,-142.13546676579,-81.9895507408436,5152,132,4.52,0.05,0.09,0.12,1.6,0.4,1.09,0.15,"free",0.830829,0.778184,0.874707,0.830948,0.80313,0.864485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-257","TOI-257",47.5172824333411,-50.83225932,"Gaia DR2 4747624104168195072","Gaia DR3 4747624104168195072","J03100397-5049567",8.159999847,0.02,8.119964,0.00547533,7.53999996185303,0.01,7.562947,0.002191927,7.430989,0.002762,7.710426,0.002823,6.984459,0.003832,6.50400018692017,0.018999999,6.32499980926514,0.021,6.256000042,0.021,0.0400445292849108,0.0224406041484025,0.057947895,5.08399984090958,4.870641284,5.311076351983,13.0107,0.017200001,-16.947914229223,213.370392018752,22.5916480596112,0.0645258067632968,8004.52,-8004.39385006838,-44.2377794770195,-37.6961034375383,6224,104,4.04,0.03,0.36,0.12,9.4,0.3,1.68,0.07,"fixed",1.497433,1.455853,1.527642,1.926399,1.850605,2.006841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-421","TOI-421",81.8532772709412,-14.27673333,"Gaia DR2 2984582227215748864","Gaia DR3 2984582227215748864","J05272482-1416370",10.7299995422363,0.059999999,10.778321,0.003064893,9.930000305,0.039999999,9.996267,0.001879781,9.783354,0.002758,10.184568,0.002808,9.213981,0.003788,8.546999931,0.02,8.2189998626709,0.033,8.07100009918213,0.017999999,0.0606357302145847,0.042844095,0.07748258,0.607988512024209,0.58547706212798,0.630372166,13.3337,0.0117,-58.0479928719564,207.463821835772,-30.065122024189,0.201987975042877,8054.62,-8054.51839497363,-40.7308030639105,-6.45101724126187,5466,130,4.49,0.05,-0.06,0.11,1.6,0.3,1.09,0.15,"free",0.865132,0.809979,0.911771,0.875248,0.843506,0.913443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-431","TOI-431",83.2692528751565,-26.72384885,"Gaia DR2 2908664557091200768","Gaia DR3 2908664557091200768","J05330459-2643286",10.1700000762939,NA,10.12609,0.00365653,9.13000011444092,NA,9.124031,0.002329321,8.79872,0.002774,9.334209,0.003015,8.114671,0.003866,7.30499982833862,0.026000001,6.84600019454956,0.028999999,6.72300004959106,0.021,0.107196818793455,0.091605395,0.123625810364032,0.331754581238628,0.322191977100763,0.341993246524298,30.6517,0.0141,-35.7055109033292,209.323589919298,-6.99555635665197,0.130934757931307,8018.4,-8018.37438161384,-22.1443342282602,9.67220167238163,4686,144,4.5,0.06,0.09,0.14,1.6,1.3,1.09,0.15,"free",0.761805,0.726754,0.811052,0.817795,0.788984,0.843175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-451","TOI-451",62.9663830499129,-37.93972822,"Gaia DR2 4844691297067063424","Gaia DR3 4844691297067063424","J04115194-3756232",11.6400003433228,0.07,11.680225,0.004971686,10.93999958,0.059999999,10.951134,0.002771504,10.75605,0.002824,11.131156,0.003521,10.213574,0.004077,9.63599968,0.024,9.28699970245361,0.022,9.18999958,0.023,0.015920489,0.006252459,0.0274985342650123,0.602113560956849,0.589017752442072,0.61760168015461,8.0993,0.0108,0.326809375848643,228.128013112123,-11.5273801662922,0.0429805373755879,8042.03,-8041.69970916612,-73.4187825023084,-65.0658221462647,5530,60,4.52,0.03,-0.08,0.11,8.2,0.2,1.5,0.05,"fixed",0.879184,0.835202,0.915338,0.847792,0.829655,0.866779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-561","TOI-561",148.185136438542,6.21609457628659,"Gaia DR2 3850421005290172416","Gaia DR3 3850421005290172416","J09524454+0612589",10.9090003967285,0.02,10.941556,0.003132052,10.2430000305176,0.029999999,10.217272,0.002170473,10.018079,0.00276,10.394488,0.0028,9.469188,0.003787,8.87899971008301,0.02,8.50399971008301,0.055,8.39400005340576,0.018999999,0.040628771,0.02361537243417,0.0588132262845435,0.596315695,0.574621178319083,0.620788359,11.8342,0.0208,-48.5555242197648,161.841281658714,24.7820047906833,0.320612825228788,8039.12,-8038.97152317887,-48.1356639605056,82.4588971622852,5548,134,4.49,0.05,-0.39,0.11,0,0,1.09,0.15,"free",0.782427,0.72804,0.834036,0.830349,0.795722,0.870372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-615","TOI-615",133.4087871,-40.54381162,"Gaia DR2 5524780333100885888","Gaia DR3 5524780333100885888","08533810-4032376",11.1099996566772,0.050000001,11.054367,0.003078469,10.8199996948242,0.059999999,10.673223,0.002207801,10.579415,0.002763,10.775348,0.002832,10.238445,0.003802,9.88199996948242,0.022,9.74400043487549,0.0260000005364418,9.66899967193604,0.0209999997168779,0.022263184,0.0160860928878468,0.0285605716778432,5.73861205791602,5.631130974,5.85045415791541,2.8233,0.0136,-44.5299982027531,207.858066041018,14.3393033218511,0.160052128004245,8056.77,-8049.14883760075,-350.359700401958,41.9252423916751,6976.136152,26.78458348,4.202424711,0.017568,0.04625,0.05,17.65125,0.109582161,1.96325,0.177723334,"free",1.491147,1.48326,1.501341,1.614826,1.5948,1.634916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","R26",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-628","TOI-628",99.2630604977498,1.76754954822567,"Gaia DR2 3126717023051258112","Gaia DR3 3126717023056016256","J06370314+0146031",10.6700000762939,0.050000001,NA,NA,10.1099996566772,0.039999999,NA,NA,10.060936,0.00277,10.357031,0.002845,9.606974,0.003823,9.17000007629394,0.041000001,8.89500045776367,0.057,8.81099987030029,0.018999999,0.0150548872126679,0.00465563,0.0290641230756659,2.47433001357075,2.40911694820836,2.56690152757872,5.3855,0.024900001,-6.21986773584957,222.227853672005,4.69445582422447,0.0252638364864808,8161.63,-8161.10845031135,-91.9649953655299,17.7534645740255,6116,74,4.24,0.03,0.18,0.1,6.5,0.1,1.18,0.05,"fixed",1.237105,1.195504,1.277477,1.393289,1.353539,1.434477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-677","TOI-677",144.119353916324,-50.46308737,"Gaia DR2 5313031504751276032","Gaia DR3 5313031504751276032","J09362869-5027478",10.3500003814697,0.039999999,10.346631,0.00313118,9.819999695,0.029999999,9.814268,0.001925723,9.66592,0.002759,9.948434,0.002816,9.215272,0.003791,8.72200012207031,0.021,8.47000026702881,0.037999999,8.42899990081787,0.023,0.0148634129040116,0.007163386,0.023061526,2.12933891764456,2.08622592849915,2.175310747,7.0495,0.0114,-17.4663004937237,192.148295182294,18.2769431228687,0.148829751250436,7990.48,-7989.23160849622,-141.415094925774,28.081523670619,6147,36,4.26,0.01,-0.078,0.03,7,0.2,1.34,0.03,"fixed",1.108107,1.089174,1.125392,1.282865,1.262796,1.303194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-824","TOI-824",222.165456968984,-57.5888878,"Gaia DR2 5880886001621564928","Gaia DR3 5880886001621564928","J14483982-5735175",12.2629995346069,0.01,12.286425,0.005359931,11.1529998779297,0.01,11.170643,0.003210842,10.761123,0.002764,11.383704,0.00293,10.009953,0.003812,9.14500045776367,0.017999999,8.55700016021729,0.046,8.43200016021729,0.037999999,0.125158564211052,0.108529620652616,0.141616307649919,0.229439546139907,0.22302036096091,0.236139326010408,15.6529,0.0126,10.7147067299859,186.538894059964,-26.5364635794901,0.166158192355112,7952.5,-7952.3902317413,-42.6038784180994,26.8332386926286,4716,136,4.59,0.06,-0.25,0.15,2.4,0.4,1.09,0.15,"free",0.676105,0.641249,0.713834,0.691893,0.669695,0.714343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TOI-954","TOI-954",61.9410578320593,-25.20880694,"Gaia DR2 4890874702443960832","Gaia DR3 4890874702443960832","J04074585-2512312",11.1000003814697,0.059999999,11.100009,0.002642303,10.3800001144409,0.029999999,10.401878,0.00165862,10.235311,0.002758,10.579633,0.002797,9.723675,0.003783,9.180000305,0.024,8.89099979400635,0.026000001,8.7790002822876,0.023,0.0284420029657299,0.0140802464682163,0.045187287,3.65872688272211,3.54317498982742,3.79535014604869,4.1829,0.0156,43.1267577033845,219.289135819125,2.27210717869283,0.145989161047925,8124.29,-8123.53476739946,-110.694779555938,-147.130907811103,5842,95,4.03,0.03,0.32,0.1,4,0.2,1.31,0.06,"fixed",1.355736,1.246727,1.394286,1.853566,1.793175,1.911851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TrES-2","TOI-2140",286.808526979196,49.3164212880658,"Gaia DR2 2131314401800665344","Gaia DR3 2131314401800665344","J19071403+4918590",11.8500003814697,0.100000001490116,12.035529,0.004453604,11.25,0.079999998,11.42837,0.00179325,11.282958,0.002767,11.584682,0.002882,10.782799,0.003941,10.2320003509521,0.02,9.92000007629394,0.026000001,9.8459997177124,0.022,0.007138071,0.001769534,0.0171734029905918,1.12977780900528,1.11429536147782,1.15674119598117,4.6308,0.0116,8.08310548177141,235.370661207629,3.24101224321092,0.0822896274607978,7966.09,-7963.51781736256,202.381445409156,90.9290179390104,5754,86,4.37,0.04,-0.08,0.11,1.6,0.6,0.66,0.07,"fixed",0.948668,0.895338,1.003502,1.063166,1.031147,1.096244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"TrES-4","TOI-2124",268.30437,37.21183,"Gaia DR2 4609062308806929152","Gaia DR3 4609062308806929152","J17531304+3712426",12.1120004653931,0.007,12.105641,0.00321958,11.5920000076294,0.004,11.588565,0.001831263,11.469914,0.002768,11.724935,0.002922,11.049784,0.00389,10.5830001831055,0.017999999,10.3500003814697,0.015,10.3299999237061,0.018999999,0.019008648,0.00815454,0.0310371835998875,5.11512032119624,4.965490402,5.28771916993725,1.9686,0.0136,51.2017484603804,195.174955204958,1.79729935672225,0.208863215967628,7804.46,-7794.02441434808,403.437717253228,254.92169783392,6279,68,4.04,0.12,0.28,0.03,9.6,0.3,1.55,0.03,"free",1.490615,1.473299,1.508193,1.901278,1.851471,1.952532,NA,NA,NA,8.65,NA,NA,0.07,NA,NA,NA,NA,NA,NA,"EW","M22","C_SYEW","DS24","mr_iso",NA,"v1.0",NA
