BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460356.560384,1.00080,0.00232,1.3249,-0.33,-0.30,6.78,33109
2460356.560489,1.00393,0.00232,1.3255,-0.40,-0.98,7.26,34848
2460356.560595,1.00233,0.00232,1.3262,-0.54,-0.55,6.12,39797
2460356.560699,0.99969,0.00231,1.3269,0.22,-0.44,6.60,41859
2460356.560805,1.00096,0.00231,1.3276,0.80,-0.77,6.33,39406
2460356.560910,0.99921,0.00231,1.3282,0.83,-0.12,6.82,39943
2460356.561015,0.99777,0.00232,1.3288,0.59,0.28,6.70,39702
2460356.561120,1.00383,0.00232,1.3295,1.15,0.14,6.93,38458
2460356.561225,0.99789,0.00232,1.3302,1.63,0.61,6.94,34853
2460356.561331,0.99747,0.00232,1.3309,1.88,0.69,7.35,31138
2460356.561436,0.99513,0.00232,1.3315,0.59,1.29,6.67,31561
2460356.561541,0.99705,0.00232,1.3321,-0.92,1.09,7.24,30805
2460356.561647,1.00000,0.00232,1.3329,-1.93,0.17,7.42,30957
2460356.561752,1.00202,0.00233,1.3335,-2.50,-0.18,6.86,33498
2460356.561857,0.99599,0.00233,1.3342,-2.29,-0.54,7.21,31229
2460356.561962,1.00460,0.00233,1.3349,-1.11,-0.42,6.26,37354
2460356.562067,0.99955,0.00233,1.3356,-1.72,-0.26,7.20,33326
2460356.562172,1.00397,0.00234,1.3362,-2.17,-0.21,7.03,34627
2460356.562278,1.00017,0.00233,1.3369,-2.08,0.22,6.61,34390
2460356.562382,0.99922,0.00233,1.3376,-1.55,0.44,7.15,34813
2460356.562487,1.00139,0.00233,1.3382,-2.23,0.29,7.06,29564
2460356.562592,0.99742,0.00232,1.3389,-2.36,0.95,6.79,33457
2460356.562698,0.99855,0.00232,1.3396,-1.53,0.93,7.07,35930
2460356.562802,0.99903,0.00233,1.3403,-1.60,1.18,6.85,35822
2460356.562908,0.99974,0.00232,1.3410,0.15,-0.42,6.98,32402
2460356.563013,0.99893,0.00232,1.3416,0.30,-0.72,6.66,34786
2460356.563118,0.99878,0.00233,1.3423,0.97,-0.85,7.06,35206
2460356.563223,1.00185,0.00233,1.3430,1.87,-0.55,6.63,38634
2460356.563329,1.00122,0.00232,1.3437,2.14,-0.31,6.57,43879
2460356.563434,1.00017,0.00233,1.3443,1.28,-0.36,7.04,38482
2460356.563539,0.99984,0.00233,1.3451,-0.49,0.31,7.17,35169
2460356.563644,1.00493,0.00235,1.3458,-2.83,0.33,6.59,31710
2460356.563749,0.99765,0.00234,1.3465,-2.40,0.71,6.22,35978
2460356.563855,1.00044,0.00235,1.3471,-1.45,0.87,7.25,30530
2460356.563960,1.00293,0.00234,1.3478,-0.23,0.67,6.51,37886
2460356.564065,1.00162,0.00234,1.3485,-0.63,1.14,7.00,37409
2460356.564170,1.00039,0.00235,1.3492,-0.31,0.03,7.17,29064
2460356.564275,1.00422,0.00234,1.3499,-0.76,-0.24,6.67,37943
2460356.564380,1.00110,0.00234,1.3505,-0.42,-0.17,6.58,34362
2460356.564485,1.00502,0.00235,1.3512,-0.03,-0.18,6.79,37855
2460356.564590,0.99710,0.00233,1.3519,0.99,0.27,6.86,37434
2460356.564696,0.99833,0.00234,1.3527,1.97,0.18,6.55,37439
2460356.564801,0.99352,0.00233,1.3533,1.46,-0.17,7.11,36180
2460356.564906,1.00314,0.00235,1.3540,1.28,-0.78,6.73,39585
2460356.565011,0.99726,0.00234,1.3548,1.14,-0.55,6.43,33662
2460356.565116,1.00337,0.00235,1.3555,2.56,0.00,7.39,32031
2460356.565221,0.99682,0.00233,1.3562,2.65,-0.31,6.28,42199
2460356.565326,0.99862,0.00234,1.3568,2.48,-0.04,6.45,37245
2460356.565431,1.00597,0.00235,1.3575,-0.35,-0.58,7.50,31981
2460356.565537,1.00132,0.00234,1.3583,-3.69,-0.80,6.52,38691
2460356.565641,0.99905,0.00234,1.3590,-4.36,-0.92,6.55,35004
2460356.565746,1.00215,0.00235,1.3597,-4.04,-0.57,6.75,38703
2460356.565852,0.99630,0.00234,1.3604,-2.60,0.03,6.68,38309
2460356.565957,1.00059,0.00234,1.3611,-1.12,-0.06,6.47,40367
2460356.566062,1.00056,0.00234,1.3619,-0.35,-0.44,6.29,39036
2460356.566167,1.00348,0.00235,1.3625,-0.22,-0.40,6.40,39570
2460356.566272,1.00150,0.00235,1.3632,0.10,-0.31,5.99,39530
2460356.566378,1.00315,0.00236,1.3640,0.52,0.02,6.84,39628
2460356.566483,1.00050,0.00235,1.3647,1.13,0.51,6.66,39877
2460356.566588,0.99670,0.00235,1.3654,2.07,0.54,6.83,32959
2460356.566693,1.00071,0.00236,1.3661,2.24,-0.76,7.60,30689
2460356.566798,0.99839,0.00235,1.3668,2.21,-0.95,6.58,36390
2460356.566903,1.00380,0.00236,1.3676,2.64,-0.93,7.06,35981
2460356.567008,1.00318,0.00236,1.3683,2.79,-0.62,6.69,32380
2460356.567114,1.00419,0.00237,1.3690,3.22,-0.72,6.70,34520
2460356.567219,0.99746,0.00235,1.3697,3.31,-0.41,6.91,38041
2460356.567324,0.99524,0.00235,1.3705,0.29,0.26,7.65,30427
2460356.567429,1.00185,0.00236,1.3712,-2.96,0.06,6.09,43020
2460356.567534,1.00062,0.00235,1.3720,-3.94,0.51,6.74,38003
2460356.567639,1.00108,0.00236,1.3727,-5.15,0.37,6.55,36280
2460356.567744,1.00005,0.00236,1.3735,-4.20,0.52,6.50,35500
2460356.567849,0.99804,0.00236,1.3741,-3.07,0.99,6.67,34484
2460356.567954,1.00294,0.00236,1.3749,-0.83,-0.15,7.23,28703
2460356.568059,1.00455,0.00237,1.3756,0.50,-0.73,6.75,36881
2460356.568164,0.99647,0.00235,1.3763,0.31,-0.60,5.94,39024
2460356.568269,1.00221,0.00237,1.3771,0.76,-0.39,6.37,38294
2460356.568375,0.99991,0.00236,1.3778,-0.35,0.14,6.35,36395
2460356.568480,1.00112,0.00237,1.3785,-0.03,0.19,6.49,38245
2460356.568585,1.00063,0.00236,1.3793,0.99,-0.58,6.29,37757
2460356.568690,1.00273,0.00237,1.3800,1.31,-0.66,6.71,34710
2460356.568795,1.00342,0.00237,1.3808,0.91,-0.27,6.24,38843
2460356.568901,0.99993,0.00236,1.3815,0.97,-0.00,6.13,42275
2460356.569006,0.99641,0.00236,1.3823,1.49,0.12,7.00,34099
2460356.569111,0.99769,0.00237,1.3830,1.71,0.24,6.39,38313
2460356.569216,0.99755,0.00237,1.3838,0.69,-0.21,7.54,29701
2460356.569321,0.99876,0.00237,1.3845,-1.45,-0.76,6.43,36751
2460356.569427,1.00164,0.00237,1.3853,-3.24,-0.52,7.00,38297
2460356.569532,0.99807,0.00237,1.3860,-4.46,-0.11,6.75,38676
2460356.569637,0.99618,0.00237,1.3868,-4.57,0.29,6.32,37095
2460356.569742,1.00282,0.00238,1.3875,-3.20,-0.05,6.30,37654
2460356.569847,0.99948,0.00237,1.3883,-1.10,0.08,6.57,32165
2460356.569951,0.99926,0.00238,1.3890,-0.13,-0.99,6.51,37459
2460356.570056,1.00276,0.00238,1.3898,-0.47,-0.61,6.49,39616
2460356.570161,1.00036,0.00237,1.3906,-0.95,-0.14,6.58,41038
2460356.570267,0.99713,0.00237,1.3913,-1.81,0.20,6.53,39489
2460356.570372,0.99694,0.00238,1.3921,-2.08,0.51,6.86,34619
2460356.570477,0.99815,0.00238,1.3929,-0.49,-0.67,6.81,31449
2460356.570583,0.99916,0.00238,1.3936,0.94,-0.95,6.54,38335
2460356.570687,1.00597,0.00239,1.3944,0.88,-0.91,6.16,41625
2460356.570792,0.99968,0.00237,1.3951,0.09,-1.03,6.46,41855
2460356.570897,0.99825,0.00238,1.3959,0.11,-0.50,6.49,38558
2460356.571002,1.00044,0.00237,1.3967,1.33,-0.18,5.53,48384
2460356.571107,0.99679,0.00238,1.3975,1.33,-0.69,6.28,37931
2460356.571212,0.99826,0.00239,1.3982,-0.20,-0.53,6.39,36429
2460356.571317,1.00163,0.00239,1.3990,-1.34,-0.32,6.33,37187
2460356.571423,1.00820,0.00240,1.3998,-2.67,-0.58,6.60,42852
2460356.571527,1.00107,0.00238,1.4006,-3.53,-0.06,6.84,36176
2460356.571633,1.00079,0.00239,1.4013,-3.21,0.17,6.26,36938
2460356.571738,0.99826,0.00238,1.4021,-0.95,-0.06,6.97,31610
2460356.571843,1.00244,0.00239,1.4029,-0.13,-0.23,7.07,37935
2460356.571948,0.99854,0.00239,1.4037,-0.50,0.07,7.20,31767
2460356.572053,0.99684,0.00238,1.4045,-1.34,0.13,5.98,40667
2460356.572158,0.99943,0.00239,1.4052,-2.20,0.99,6.94,33555
2460356.572263,0.99757,0.00238,1.4060,-2.61,0.91,6.40,39005
2460356.572368,0.99944,0.00239,1.4068,-1.72,-0.06,6.53,33669
2460356.572474,1.00020,0.00239,1.4076,-0.20,-0.66,6.11,40138
2460356.572579,0.99526,0.00239,1.4084,0.29,-0.56,6.69,34326
2460356.572685,1.00163,0.00240,1.4092,0.56,-0.40,6.48,35988
2460356.572790,0.99814,0.00239,1.4100,0.93,0.20,6.31,41250
2460356.572895,0.99888,0.00239,1.4108,1.24,0.19,6.71,39818
2460356.573000,0.99860,0.00240,1.4116,1.19,-0.71,6.70,34863
2460356.573106,0.99676,0.00239,1.4124,1.27,-0.36,5.94,44126
2460356.573211,0.99889,0.00240,1.4132,0.66,-0.66,6.26,36197
2460356.573316,0.99793,0.00240,1.4140,-0.80,-0.42,5.62,41734
2460356.573422,1.00224,0.00241,1.4148,-1.92,-0.11,6.58,36776
2460356.573527,0.99752,0.00239,1.4156,-1.57,0.15,6.43,37614
2460356.573632,0.99764,0.00240,1.4164,-0.24,-0.62,6.61,35263
2460356.573737,1.00328,0.00241,1.4172,1.25,-1.08,6.02,42480
2460356.573842,1.00060,0.00241,1.4180,0.38,-0.66,6.84,35591
2460356.573948,1.00062,0.00241,1.4188,-0.65,-0.53,6.51,37024
2460356.574053,1.00274,0.00241,1.4196,-1.09,-0.10,5.86,38611
2460356.574158,1.00331,0.00241,1.4204,-1.45,-0.23,6.49,38048
2460356.574263,0.99781,0.00239,1.4212,-1.43,0.31,6.38,39930
2460356.574368,1.00156,0.00241,1.4220,-0.88,0.43,6.38,39648
2460356.574473,0.99667,0.00240,1.4228,-0.73,0.96,6.72,38123
2460356.574579,1.00531,0.00242,1.4237,-0.15,1.25,6.44,39400
2460356.574684,1.00170,0.00241,1.4245,0.37,1.35,6.31,40844
2460356.574790,1.00609,0.00242,1.4253,0.91,1.47,6.66,38421
2460356.574895,1.00042,0.00241,1.4261,1.61,0.50,7.17,34487
2460356.575000,1.00488,0.00242,1.4269,2.15,-0.61,6.44,37675
2460356.575105,1.00218,0.00242,1.4278,2.73,-0.63,7.13,34725
2460356.575210,0.99987,0.00242,1.4286,1.45,0.00,5.75,38623
2460356.575315,0.99624,0.00241,1.4294,0.84,0.19,7.36,36348
2460356.575421,0.99916,0.00241,1.4302,0.54,0.60,5.67,46051
2460356.575526,0.99721,0.00241,1.4311,0.18,-0.41,6.82,35136
2460356.575631,0.99598,0.00241,1.4319,1.33,-0.92,6.26,40861
2460356.575736,1.00187,0.00242,1.4327,2.29,-0.79,6.05,38219
2460356.575841,1.00063,0.00242,1.4336,1.42,-0.50,6.28,40180
2460356.575947,1.00323,0.00242,1.4344,1.27,-0.64,6.63,37509
2460356.576052,1.00031,0.00242,1.4352,0.34,-0.20,5.48,43244
2460356.576157,0.99938,0.00243,1.4361,-0.17,-0.38,6.93,32915
2460356.576261,1.00100,0.00242,1.4369,-0.44,-0.56,6.40,38619
2460356.576366,0.99958,0.00243,1.4377,-0.82,-0.21,6.76,33027
2460356.576471,1.00416,0.00243,1.4386,0.12,0.23,6.46,35730
2460356.576576,1.00126,0.00243,1.4394,0.79,0.42,6.30,35318
2460356.576681,0.99816,0.00243,1.4403,1.20,0.52,6.70,34809
2460356.576787,1.00014,0.00243,1.4411,1.51,-0.24,6.68,35063
2460356.576891,0.99955,0.00242,1.4419,1.39,-1.21,6.63,39445
2460356.576996,1.00009,0.00243,1.4428,2.36,-0.56,6.75,35594
2460356.577102,1.00175,0.00243,1.4436,1.86,-0.38,6.19,40032
2460356.577207,0.99870,0.00242,1.4445,1.07,-0.28,7.12,33469
2460356.577312,1.00254,0.00243,1.4453,0.39,0.00,6.68,36168
2460356.577417,0.99894,0.00243,1.4462,-0.96,-0.50,6.28,38889
2460356.577522,0.99615,0.00242,1.4470,0.58,-1.21,6.91,43121
2460356.577627,0.99782,0.00243,1.4479,1.66,-1.00,6.29,37587
2460356.577732,1.00129,0.00243,1.4488,2.06,-0.88,6.32,40208
2460356.577837,1.00251,0.00244,1.4496,1.31,-0.19,6.46,39985
2460356.577942,1.00480,0.00244,1.4505,0.56,-0.20,6.33,41436
2460356.578047,0.99729,0.00243,1.4512,-0.18,-0.59,6.67,35708
2460356.578153,1.00134,0.00244,1.4521,-0.48,-0.54,6.41,39787
2460356.578258,0.99757,0.00243,1.4531,-0.60,-0.26,6.24,41269
2460356.578364,0.99959,0.00244,1.4539,-0.43,-0.27,5.84,40254
2460356.578469,1.00066,0.00245,1.4548,-0.49,-0.39,6.78,35227
2460356.578573,1.00390,0.00245,1.4557,0.23,0.26,6.54,38676
2460356.578679,0.99971,0.00245,1.4565,0.80,-0.00,6.68,36350
2460356.578784,0.99695,0.00244,1.4574,1.83,-0.33,5.80,42700
2460356.578889,1.00105,0.00246,1.4583,3.09,0.33,6.67,31980
2460356.578994,1.00139,0.00245,1.4592,3.67,-0.02,6.56,35261
2460356.579100,1.00324,0.00245,1.4599,2.91,0.85,6.18,39113
2460356.579205,1.00302,0.00246,1.4609,2.29,1.19,6.37,34370
2460356.579310,0.99553,0.00245,1.4618,-0.64,-0.16,8.35,26082
2460356.579415,0.99896,0.00245,1.4627,-1.65,-0.94,6.72,35952
2460356.579520,0.99448,0.00244,1.4635,-0.55,-0.27,5.98,40290
2460356.579626,0.99595,0.00245,1.4644,0.30,-0.29,6.45,34701
2460356.579731,1.00290,0.00245,1.4653,-0.06,-0.35,5.94,43683
2460356.579836,0.99602,0.00245,1.4662,-1.22,-0.03,6.09,39505
2460356.579942,1.00216,0.00245,1.4671,-1.90,-0.05,6.33,39164
2460356.580047,1.00219,0.00246,1.4679,-2.77,-1.01,5.89,42933
2460356.580152,1.00137,0.00246,1.4689,-3.51,-0.69,6.65,37542
2460356.580257,0.99880,0.00246,1.4698,-4.52,-0.35,6.14,35803
2460356.580362,1.00167,0.00246,1.4707,-4.02,0.10,6.27,40587
2460356.580467,0.99808,0.00245,1.4716,-3.64,0.53,5.59,40714
2460356.580572,1.00543,0.00247,1.4724,-1.11,-0.06,8.20,26768
2460356.580678,0.99853,0.00246,1.4733,1.09,-0.61,6.45,36007
2460356.580783,1.00102,0.00247,1.4742,2.67,-0.70,6.31,38517
2460356.580888,1.00203,0.00246,1.4751,3.88,-0.42,6.32,38948
2460356.580993,0.99880,0.00246,1.4761,3.43,-0.27,6.38,36383
2460356.581099,1.00378,0.00247,1.4770,2.53,0.05,6.53,39263
2460356.581204,1.00022,0.00247,1.4779,-0.52,-0.46,7.76,29709
2460356.581309,0.99737,0.00246,1.4788,-2.63,-0.79,6.09,37300
2460356.581414,0.99644,0.00246,1.4797,-1.91,-0.55,6.09,40644
2460356.581520,0.99686,0.00246,1.4806,-1.27,-0.42,6.13,39020
2460356.581625,1.00234,0.00248,1.4815,-0.88,0.01,6.67,35102
2460356.581730,0.99993,0.00248,1.4824,-1.39,0.57,6.45,35520
2460356.581835,0.99507,0.00246,1.4833,-0.81,-0.30,6.89,35106
2460356.581940,1.00138,0.00248,1.4842,-0.96,-0.29,6.78,35166
2460356.582045,1.00004,0.00248,1.4852,-1.32,0.08,6.90,31854
2460356.582150,0.99804,0.00248,1.4861,-1.21,0.02,6.12,35156
2460356.582255,1.00364,0.00250,1.4870,-0.11,0.43,6.84,29129
2460356.582360,0.99698,0.00248,1.4879,-0.02,0.54,6.37,32478
2460356.582465,0.99142,0.00247,1.4887,0.39,-0.09,6.39,33068
2460356.582570,1.00297,0.00249,1.4898,0.49,-0.40,6.17,38029
2460356.582675,0.99612,0.00248,1.4907,0.44,0.19,6.97,31956
2460356.582780,1.00124,0.00249,1.4916,1.33,-0.21,6.48,34132
2460356.582885,0.99983,0.00248,1.4926,1.73,0.03,6.30,35054
2460356.582990,0.99941,0.00248,1.4935,0.79,0.20,6.59,35430
2460356.583095,0.99771,0.00248,1.4944,-1.61,-0.16,6.79,33935
2460356.583200,0.99615,0.00248,1.4954,-3.49,-0.62,6.64,33112
2460356.583305,1.00080,0.00249,1.4963,-4.25,-0.44,6.21,37686
2460356.583410,1.00055,0.00248,1.4972,-3.42,-0.07,6.07,37141
2460356.583515,1.00425,0.00249,1.4982,-2.50,0.39,5.83,41796
2460356.583619,1.00502,0.00249,1.4991,-2.87,0.53,6.17,39793
2460356.583724,1.00040,0.00249,1.5000,-2.42,-0.08,7.16,29363
2460356.583829,1.00101,0.00250,1.5010,-1.91,-0.58,6.46,36216
2460356.583934,0.99884,0.00250,1.5019,-2.41,-0.30,6.00,36619
2460356.584039,1.00015,0.00250,1.5029,-2.31,-0.46,6.39,34403
2460356.584144,1.00043,0.00250,1.5038,-2.04,0.32,6.28,35114
2460356.584250,1.00319,0.00250,1.5048,-1.01,0.09,6.39,37455
2460356.584355,0.99892,0.00249,1.5056,0.35,-0.12,5.96,38283
2460356.584460,0.99568,0.00249,1.5066,1.08,-1.01,6.39,33349
2460356.584565,1.00246,0.00250,1.5076,1.15,-0.77,6.60,33744
2460356.584671,1.00474,0.00252,1.5086,1.46,-0.20,7.25,27687
2460356.584776,1.00130,0.00250,1.5095,2.43,-0.30,6.35,36802
2460356.584881,0.99702,0.00250,1.5104,2.12,0.08,6.40,35515
2460356.584986,0.99767,0.00251,1.5114,-1.06,-0.29,7.49,27764
2460356.585091,0.99839,0.00251,1.5125,-3.71,0.28,6.07,36221
2460356.585197,0.99943,0.00252,1.5134,-5.36,-0.19,6.45,31044
2460356.585302,0.99931,0.00251,1.5144,-5.53,0.31,6.40,36219
2460356.585407,1.00179,0.00251,1.5154,-4.12,0.93,6.12,37370
2460356.585512,0.99863,0.00251,1.5163,-3.64,0.96,5.64,38418
2460356.585617,0.99604,0.00251,1.5173,-2.14,0.13,7.15,26165
2460356.585723,1.00396,0.00252,1.5183,-1.29,-0.17,6.47,35118
2460356.585828,0.99879,0.00251,1.5193,-1.01,-0.06,5.99,38760
2460356.585933,0.99738,0.00251,1.5201,-1.00,0.21,6.51,33550
2460356.586038,1.00235,0.00252,1.5212,-0.76,0.56,6.38,34789
2460356.586143,0.99915,0.00252,1.5222,-0.13,0.43,6.35,38051
2460356.586248,0.99950,0.00251,1.5232,0.69,-0.07,6.55,34666
2460356.586353,1.00200,0.00252,1.5241,0.99,-0.92,6.30,36297
2460356.586458,1.00020,0.00253,1.5250,1.21,-0.22,6.44,32407
2460356.586563,0.99960,0.00252,1.5260,1.82,-0.12,6.10,35449
2460356.586669,0.99679,0.00252,1.5270,2.17,-0.03,6.62,35206
2460356.586774,0.99900,0.00253,1.5280,3.29,-0.07,6.69,32074
2460356.586879,1.00035,0.00253,1.5290,0.25,-0.27,8.39,25316
2460356.586984,1.00095,0.00252,1.5301,-2.80,-0.42,6.14,41856
2460356.587089,1.00154,0.00253,1.5311,-4.32,0.06,5.72,40095
2460356.587194,1.00069,0.00252,1.5321,-5.49,0.16,5.88,42114
2460356.587300,0.99988,0.00253,1.5331,-4.54,0.72,6.95,34427
2460356.587404,1.00059,0.00253,1.5340,-3.02,0.56,5.89,41886
2460356.587510,1.00057,0.00253,1.5351,-1.19,0.16,7.11,30317
2460356.587615,1.00306,0.00253,1.5361,0.00,-0.08,6.09,41554
2460356.587720,1.00354,0.00253,1.5370,-0.36,-0.35,5.73,37959
2460356.587824,1.00100,0.00254,1.5380,0.05,0.17,6.30,35264
2460356.587930,0.99925,0.00253,1.5390,0.50,0.41,6.25,36469
2460356.588035,1.01023,0.00255,1.5400,0.96,0.93,5.95,41232
2460356.588140,0.99497,0.00253,1.5411,1.28,-0.36,7.18,30948
2460356.588245,0.99991,0.00253,1.5421,1.85,-0.74,6.21,36619
2460356.588351,0.99893,0.00254,1.5431,1.95,-0.10,6.43,34691
2460356.588456,0.99645,0.00253,1.5441,2.09,0.01,6.72,34073
2460356.588561,0.99509,0.00253,1.5451,2.78,-0.08,6.14,37066
2460356.588666,0.99926,0.00253,1.5462,3.46,0.10,6.02,36437
2460356.588771,0.99824,0.00255,1.5472,0.42,-0.32,8.27,27728
2460356.588876,1.00026,0.00255,1.5483,-2.94,-0.62,6.33,34955
2460356.588981,0.99686,0.00254,1.5493,-3.59,-0.69,6.66,35747
2460356.589086,0.99874,0.00256,1.5503,-6.22,-0.22,7.23,28853
2460356.589192,1.00341,0.00257,1.5514,-6.33,0.31,7.01,28975
2460356.589297,0.99700,0.00255,1.5523,-5.03,0.97,6.31,32894
2460356.589402,1.00507,0.00257,1.5535,-1.30,-0.15,8.88,23093
2460356.589507,0.99640,0.00255,1.5545,-0.38,-0.48,6.11,35541
2460356.589612,1.00340,0.00256,1.5556,-0.52,-0.80,5.51,39973
2460356.589717,1.00102,0.00256,1.5565,-0.91,-0.73,6.72,31110
2460356.589823,1.00093,0.00256,1.5575,-1.14,0.03,6.44,34093
2460356.589928,1.00298,0.00257,1.5586,-1.60,0.65,6.40,33404
2460356.590033,0.99933,0.00258,1.5597,-0.81,0.37,7.08,24996
2460356.590138,1.00316,0.00257,1.5607,1.53,-1.07,6.34,34560
2460356.590243,1.00350,0.00257,1.5617,0.99,-0.68,6.40,32642
2460356.590348,0.99633,0.00255,1.5628,1.08,0.04,6.13,35892
2460356.590453,1.00316,0.00257,1.5638,0.08,0.40,6.23,38045
2460356.590558,0.99985,0.00257,1.5649,1.13,0.56,6.69,33629
2460356.590663,1.00303,0.00258,1.5659,0.41,-0.09,7.04,29060
2460356.590768,0.99696,0.00257,1.5670,0.32,-0.22,6.60,32477
2460356.590873,1.00200,0.00259,1.5681,-2.16,0.11,6.43,28435
2460356.590978,0.99830,0.00258,1.5692,-3.66,0.61,6.57,32191
2460356.591399,1.00075,0.00258,1.5734,0.67,-0.87,6.73,32597
2460356.591504,1.00138,0.00258,1.5745,-0.37,-0.21,6.69,32735
2460356.591609,0.99718,0.00258,1.5755,-0.92,-0.24,6.37,32522
2460356.591714,1.00130,0.00259,1.5766,-0.84,0.38,6.73,29641
2460356.591819,0.99925,0.00259,1.5777,-1.61,-0.05,7.37,26863
2460356.591924,1.00279,0.00259,1.5789,-0.89,0.04,6.86,29857
2460356.592030,0.99900,0.00258,1.5799,-0.14,0.04,6.23,35985
2460356.592135,1.00173,0.00259,1.5809,-0.08,0.32,6.19,39836
2460356.592240,1.00017,0.00259,1.5820,-0.29,-0.04,6.99,30145
2460356.592661,0.99886,0.00260,1.5864,1.66,-0.94,7.37,26687
2460356.592766,1.00054,0.00260,1.5875,1.21,-1.06,6.80,30153
2460356.592871,0.99606,0.00261,1.5886,-1.18,0.16,7.53,25766
2460356.593081,0.99793,0.00260,1.5908,-1.72,0.27,6.77,33720
2460356.593186,0.99840,0.00260,1.5919,-1.04,-0.35,6.76,27798
2460356.593291,1.00158,0.00262,1.5930,-0.03,-0.69,6.66,28203
2460356.593396,1.00022,0.00261,1.5941,-0.14,-0.37,6.98,30281
2460356.593501,0.99670,0.00260,1.5952,-0.93,0.08,6.25,35520
2460356.593606,1.00038,0.00261,1.5963,-1.44,0.69,6.53,33756
2460356.593711,0.99880,0.00260,1.5974,-1.23,0.09,6.78,31827
2460356.593817,0.99825,0.00261,1.5986,0.32,0.35,6.93,28610
2460356.593922,0.99741,0.00261,1.5997,0.35,0.19,6.29,33318
2460356.594027,0.99734,0.00262,1.6008,1.24,-0.04,7.02,29429
2460356.594132,1.00279,0.00262,1.6019,2.52,0.33,6.24,37186
2460356.594238,1.00119,0.00262,1.6030,2.33,1.03,6.73,31142
2460356.594343,1.00365,0.00264,1.6042,2.04,1.14,6.75,27357
2460356.594659,0.99883,0.00263,1.6076,0.75,-0.56,6.55,30650
2460356.594764,1.00006,0.00262,1.6087,-0.12,-0.32,6.87,32447
2460356.594869,1.00225,0.00264,1.6098,-1.48,-0.12,6.62,32852
2460356.594974,1.00340,0.00264,1.6110,-2.41,0.05,6.68,29933
2460356.595079,0.99913,0.00263,1.6121,-2.10,0.25,6.75,31445
2460356.595184,0.99866,0.00263,1.6133,0.14,-0.32,6.85,31291
2460356.595289,0.99522,0.00262,1.6144,-0.31,0.13,6.40,31991
2460356.595394,1.00518,0.00264,1.6155,-0.73,0.78,6.38,35796
2460356.595499,1.00372,0.00264,1.6167,-0.70,0.85,6.30,34244
2460356.595604,1.00084,0.00263,1.6178,-1.15,1.25,6.01,35341
2460356.595709,1.00265,0.00264,1.6190,-1.13,-0.15,6.59,29669
2460356.595814,0.99975,0.00263,1.6201,0.05,-0.83,6.15,38637
2460356.595919,1.00008,0.00264,1.6213,-0.07,-0.03,6.30,35812
2460356.596025,1.00077,0.00264,1.6225,1.40,0.36,6.56,35203
2460356.596130,1.00102,0.00263,1.6236,2.08,0.19,5.81,41583
2460356.596235,0.99992,0.00265,1.6248,2.26,0.82,6.66,30944
2460356.596340,1.00240,0.00265,1.6259,1.04,-0.70,7.11,29779
2460356.596446,0.99992,0.00264,1.6271,1.16,-1.08,6.49,35008
2460356.596551,1.00445,0.00265,1.6283,2.18,-1.03,6.44,34895
2460356.596656,1.00524,0.00266,1.6295,1.14,-0.10,6.08,34654
2460356.596762,0.99838,0.00265,1.6306,-0.45,0.13,6.59,31254
2460356.596867,0.99900,0.00265,1.6318,-1.23,0.37,6.17,34394
2460356.596972,0.99799,0.00264,1.6330,-2.21,-0.22,6.32,33963
2460356.597077,0.99957,0.00265,1.6342,-0.61,-0.34,6.36,32984
2460356.597182,1.00279,0.00265,1.6353,0.58,-0.06,5.48,40930
2460356.597287,0.99640,0.00264,1.6365,0.94,0.39,6.15,39188
2460356.597392,1.00568,0.00266,1.6377,0.59,0.65,6.42,31944
2460356.597497,0.99954,0.00266,1.6389,0.84,1.19,6.87,33114
2460356.597603,1.00332,0.00267,1.6401,0.81,-0.84,6.88,29893
2460356.597708,0.99786,0.00266,1.6413,-0.32,-0.89,5.82,37698
2460356.597813,0.99894,0.00266,1.6425,1.11,-0.71,6.40,33793
2460356.597918,1.00292,0.00266,1.6437,1.70,-0.03,6.46,36382
2460356.598023,0.99773,0.00266,1.6449,2.38,-0.09,6.60,31377
2460356.598128,1.00369,0.00268,1.6461,3.24,0.72,6.80,29858
2460356.598338,1.00600,0.00269,1.6485,0.55,-0.17,6.99,29554
2460356.598443,0.99938,0.00268,1.6497,0.83,0.01,6.86,27261
2460356.598549,0.99830,0.00267,1.6509,1.34,0.15,6.40,34916
2460356.598654,0.99286,0.00267,1.6521,-0.35,0.83,6.90,29527
2460356.598759,0.99797,0.00267,1.6533,-1.82,0.92,7.16,30622
2460356.598864,1.00881,0.00270,1.6546,-2.91,-0.08,6.79,30377
2460356.598969,1.00469,0.00269,1.6558,-2.24,-0.89,7.18,30249
2460356.599074,0.99848,0.00268,1.6570,-1.68,-0.47,6.39,34956
2460356.599179,1.00417,0.00269,1.6582,-1.23,0.23,5.91,34165
2460356.599285,1.00141,0.00269,1.6594,-1.58,0.19,6.43,34074
2460356.599390,0.99945,0.00269,1.6607,-1.19,0.81,5.95,35664
2460356.599495,1.00408,0.00271,1.6619,-0.84,0.32,6.62,30493
2460356.599600,1.00086,0.00270,1.6631,0.07,0.06,6.44,31949
2460356.599706,1.00426,0.00270,1.6644,0.38,0.12,7.02,31296
