BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460356.600968,0.99988,0.00296,1.6794,-2.70,-0.39,6.64,40383
2460356.601073,0.99897,0.00296,1.6806,-2.26,-1.26,6.56,39145
2460356.601178,0.99691,0.00296,1.6819,-1.88,0.06,6.59,41838
2460356.601388,0.99701,0.00296,1.6845,-0.70,-0.28,6.52,36443
2460356.601493,0.99465,0.00296,1.6856,0.45,-0.94,6.43,40107
2460356.601598,0.99753,0.00296,1.6870,0.53,-0.32,5.92,40520
2460356.601703,0.99801,0.00296,1.6883,0.67,0.45,6.35,44814
2460356.601808,0.99612,0.00297,1.6896,1.78,0.47,7.22,37902
2460356.601913,0.99536,0.00296,1.6907,3.15,1.37,7.24,37668
2460356.602123,0.99986,0.00298,1.6934,1.39,-2.37,6.78,44497
2460356.602229,1.00184,0.00298,1.6947,1.16,-2.11,6.86,45994
2460356.602334,0.99675,0.00298,1.6960,2.31,-0.57,6.14,42384
2460356.602439,0.99689,0.00298,1.6972,2.81,-0.56,6.31,39664
2460356.602544,0.99011,0.00297,1.6986,1.85,-0.59,6.81,36270
2460356.602650,1.00492,0.00299,1.6999,-0.98,0.20,6.40,44738
2460356.602755,0.99700,0.00297,1.7012,-3.04,0.58,6.05,48582
2460356.602860,1.00335,0.00300,1.7025,-2.62,1.49,6.32,45744
2460356.602966,0.99713,0.00299,1.7037,-3.67,1.25,6.33,39857
2460356.603070,0.99907,0.00299,1.7051,-2.73,1.02,6.17,41686
2460356.603176,1.00000,0.00299,1.7065,-3.87,1.87,6.76,47168
2460356.603281,1.00414,0.00300,1.7078,-1.75,-0.67,7.67,30566
2460356.603386,0.99884,0.00299,1.7090,-0.82,-1.73,6.58,51128
2460356.603491,1.00060,0.00300,1.7104,-0.14,-0.70,6.30,48844
2460356.603597,1.00249,0.00300,1.7117,0.46,-0.08,6.52,44655
2460356.603702,0.99708,0.00300,1.7131,1.58,0.59,6.40,39388
2460356.603912,1.00620,0.00298,1.7156,1.91,-0.05,7.01,42419
2460356.604017,0.99471,0.00296,1.7171,1.14,0.01,6.69,43111
2460356.604122,0.99433,0.00297,1.7184,2.21,0.33,7.10,39503
2460356.604227,0.99756,0.00298,1.7197,1.75,0.51,6.54,39955
2460356.604332,0.99430,0.00297,1.7209,3.42,1.10,6.51,40052
2460356.604437,0.99572,0.00296,1.7223,2.78,1.33,6.67,40702
2460356.604542,1.00299,0.00298,1.7236,0.28,0.03,8.45,38121
2460356.604647,0.99457,0.00297,1.7251,-1.61,-1.69,5.94,48954
2460356.604752,1.00140,0.00297,1.7265,-3.71,-1.08,6.37,45077
2460356.604858,0.99968,0.00298,1.7277,-4.64,-0.15,6.61,42656
2460356.604963,1.00104,0.00299,1.7292,-2.91,-0.09,6.93,37862
2460356.605068,0.99579,0.00298,1.7305,-3.87,-0.04,7.05,39750
2460356.605173,0.99190,0.00298,1.7319,-1.49,-0.09,6.16,37091
2460356.605278,0.99864,0.00299,1.7331,-1.00,-0.65,6.25,48630
2460356.605383,0.99254,0.00297,1.7345,0.35,0.45,6.06,51962
2460356.605488,0.99003,0.00297,1.7359,1.19,0.72,6.38,43069
2460356.605594,0.99899,0.00299,1.7374,1.21,1.29,6.12,43835
2460356.605699,0.99719,0.00299,1.7386,2.58,1.25,6.07,42177
2460356.605804,1.00105,0.00302,1.7400,1.76,0.16,7.35,35776
2460356.605909,0.99644,0.00300,1.7414,1.53,0.20,6.71,42814
2460356.606014,1.00804,0.00303,1.7429,2.11,0.13,6.32,43575
2460356.606119,0.99098,0.00299,1.7443,1.54,0.00,6.92,34879
2460356.606225,1.00042,0.00301,1.7455,2.71,0.54,6.60,39494
2460356.606330,1.00269,0.00302,1.7469,2.53,0.93,6.91,38572
2460356.606435,0.99274,0.00301,1.7483,0.96,-0.12,7.80,32638
2460356.606540,1.00021,0.00301,1.7498,-1.49,-0.60,7.00,37475
2460356.606645,1.00539,0.00303,1.7512,-3.01,-0.09,6.77,40150
2460356.606751,0.99800,0.00302,1.7525,-3.89,-0.05,6.92,36748
2460356.606855,0.99715,0.00301,1.7539,-3.51,0.50,6.30,41059
2460356.606960,0.99277,0.00301,1.7554,-2.86,1.46,6.64,42485
2460356.607066,0.99404,0.00301,1.7569,-1.64,-0.54,7.84,28432
2460356.607171,0.99701,0.00301,1.7581,-1.06,-0.63,6.40,40602
2460356.607276,0.99677,0.00302,1.7595,-1.30,-0.37,6.69,43553
2460356.607381,1.00419,0.00303,1.7609,-1.10,-0.97,6.05,43580
2460356.607486,0.99633,0.00301,1.7625,-0.86,0.13,6.74,34796
2460356.607592,0.99555,0.00303,1.7640,-0.70,0.28,6.53,42328
2460356.607697,0.99713,0.00302,1.7654,1.00,-0.78,6.32,39775
2460356.607802,0.99876,0.00303,1.7666,1.31,-1.01,6.14,44965
2460356.607907,0.99159,0.00302,1.7681,2.24,-0.63,6.54,42345
2460356.608012,1.00103,0.00304,1.7697,2.08,-0.06,6.65,40106
2460356.608117,1.00128,0.00304,1.7711,2.49,0.27,6.64,43688
2460356.608223,1.00196,0.00304,1.7724,3.28,1.24,6.10,40393
2460356.608328,1.00214,0.00306,1.7738,2.32,-0.44,7.50,35824
2460356.608433,0.99996,0.00306,1.7754,-0.28,-1.25,7.77,33144
2460356.608538,1.00154,0.00305,1.7769,-0.79,-0.47,6.66,38551
2460356.608643,1.00956,0.00308,1.7783,-1.55,0.40,5.83,40712
2460356.608748,0.99758,0.00305,1.7796,-1.66,0.03,6.86,34504
2460356.608854,1.00136,0.00305,1.7811,-0.95,0.23,5.98,46809
2460356.608958,0.99486,0.00304,1.7825,0.76,-0.70,6.29,42994
2460356.609063,0.99375,0.00304,1.7840,-0.06,-0.27,5.81,46393
2460356.609169,0.99805,0.00306,1.7855,-0.15,0.02,6.69,42886
2460356.609274,0.99638,0.00305,1.7869,0.19,-0.02,5.88,45099
2460356.609379,0.99780,0.00306,1.7884,0.34,0.76,7.18,40708
2460356.609484,1.00807,0.00309,1.7899,-0.12,0.93,6.65,38413
2460356.609589,0.99944,0.00308,1.7915,-0.31,-0.02,7.55,32457
2460356.609694,0.99387,0.00306,1.7928,0.70,-1.22,7.10,38577
2460356.609800,0.99994,0.00307,1.7943,1.67,-0.68,6.61,38155
2460356.609905,0.99889,0.00307,1.7958,1.29,-0.74,6.08,43620
2460356.610011,1.00196,0.00308,1.7973,1.92,-0.39,6.74,43604
2460356.610115,0.99940,0.00308,1.7988,2.70,0.43,6.19,40918
2460356.610220,1.00019,0.00308,1.8003,2.00,-0.10,7.58,39886
2460356.610325,0.99764,0.00308,1.8018,0.84,-0.45,5.87,40469
2460356.610430,1.00006,0.00309,1.8033,0.41,-0.47,6.31,40648
2460356.610535,0.99803,0.00309,1.8048,-0.56,-0.21,6.68,37252
2460356.610640,0.99600,0.00308,1.8063,-1.69,0.17,6.50,42238
2460356.610745,1.00212,0.00309,1.8078,-2.29,0.69,6.57,39961
2460356.610850,1.00154,0.00310,1.8093,0.43,-1.23,6.84,30527
2460356.610956,0.99983,0.00310,1.8108,0.45,-0.99,6.12,49591
2460356.611061,0.99606,0.00309,1.8123,0.06,-0.46,6.26,42072
2460356.611166,1.00070,0.00311,1.8138,-1.26,-0.34,6.66,38265
2460356.611271,1.00172,0.00311,1.8154,-0.66,-0.15,6.89,37470
2460356.611376,0.99694,0.00311,1.8169,-1.27,0.76,6.74,39634
2460356.611481,1.00599,0.00314,1.8184,-0.10,0.03,7.89,30364
2460356.611586,1.00115,0.00311,1.8199,-0.01,-1.43,6.74,37394
2460356.611691,0.99901,0.00312,1.8215,0.48,-0.16,6.51,38279
2460356.611797,0.99701,0.00311,1.8230,0.97,-0.30,6.62,42521
2460356.611902,1.00040,0.00312,1.8246,1.39,0.67,6.77,40996
2460356.612007,0.99956,0.00312,1.8261,1.43,0.89,6.63,38226
2460356.612112,0.99993,0.00313,1.8277,1.27,-0.57,6.87,33545
2460356.612217,0.99776,0.00313,1.8292,1.99,-1.75,6.44,40673
2460356.612428,1.00235,0.00313,1.8323,0.50,0.01,6.84,42075
2460356.612533,1.00481,0.00314,1.8339,0.10,-0.36,7.13,37546
2460356.612638,1.00229,0.00314,1.8354,-0.72,1.16,6.77,39259
2460356.612744,1.00632,0.00316,1.8370,0.30,-0.40,7.20,35401
2460356.612954,1.00190,0.00314,1.8402,-0.78,-0.39,6.40,39563
2460356.613060,1.00462,0.00316,1.8417,-1.39,0.59,6.98,39084
2460356.613164,0.99963,0.00314,1.8433,-2.50,0.71,5.83,43568
2460356.613270,0.99377,0.00313,1.8449,-3.04,1.30,6.79,37799
2460356.613375,1.00087,0.00316,1.8465,-1.66,-0.12,7.71,29323
2460356.613480,0.99906,0.00317,1.8481,-1.08,-0.23,6.74,34052
2460356.613586,0.99957,0.00316,1.8497,-0.45,0.55,6.52,43841
2460356.613691,1.00528,0.00316,1.8513,-0.71,0.32,6.82,43453
2460356.613796,1.00452,0.00317,1.8529,-0.10,0.31,6.66,38738
2460356.613901,1.00111,0.00315,1.8545,0.47,1.61,6.15,46982
2460356.614006,1.00776,0.00318,1.8561,1.20,0.16,7.53,33287
2460356.614112,0.99918,0.00317,1.8577,2.21,-1.89,6.60,38690
2460356.614217,1.00371,0.00318,1.8593,2.42,-0.96,6.79,40470
2460356.614322,1.00144,0.00317,1.8609,2.14,-0.23,6.58,45874
2460356.614427,1.00215,0.00317,1.8625,1.96,-0.06,6.43,42650
2460356.614638,0.99675,0.00316,1.8658,0.02,-0.15,6.86,44308
2460356.614743,1.00310,0.00318,1.8674,-0.94,-0.70,6.66,40979
2460356.614848,0.99632,0.00317,1.8690,-0.29,0.12,5.99,49326
2460356.614953,1.00575,0.00320,1.8707,-1.02,0.14,6.04,47242
2460356.615059,0.99793,0.00318,1.8723,-0.69,0.22,5.93,44285
2460356.615164,0.99695,0.00319,1.8740,-0.50,0.99,6.64,37799
2460356.615269,0.99880,0.00318,1.8756,0.26,-0.33,7.36,36042
2460356.615374,1.00691,0.00321,1.8772,0.03,-0.81,6.27,44868
2460356.615479,0.99963,0.00321,1.8789,0.81,-0.43,6.56,38049
2460356.615584,1.00291,0.00322,1.8806,2.95,0.08,7.04,39635
2460356.615690,1.00317,0.00321,1.8822,3.35,0.50,6.70,44258
2460356.615795,0.99964,0.00321,1.8839,3.61,0.79,6.89,35061
2460356.615899,1.00143,0.00322,1.8855,2.67,-0.33,7.17,34425
2460356.616004,0.99742,0.00322,1.8872,0.93,-0.87,7.42,35844
2460356.616110,1.00345,0.00323,1.8889,1.96,0.31,6.79,34981
2460356.616215,1.00413,0.00323,1.8905,1.73,0.77,6.87,36523
2460356.616320,1.00241,0.00323,1.8922,0.20,1.19,7.37,36535
2460356.616425,0.99847,0.00323,1.8939,-1.65,1.46,7.11,36112
2460356.616530,1.00604,0.00325,1.8956,-1.62,-0.06,6.78,32216
2460356.616636,0.99903,0.00323,1.8973,-0.84,-1.31,6.69,37295
2460356.616741,0.99954,0.00323,1.8990,0.66,-0.77,6.88,38967
2460356.616846,1.00363,0.00324,1.9007,0.48,1.14,6.43,42148
2460356.616951,0.99845,0.00323,1.9024,0.76,1.17,7.13,41807
2460356.617057,1.00321,0.00326,1.9041,-0.56,1.24,7.21,37784
2460356.617162,1.00351,0.00325,1.9058,0.22,-0.40,7.00,34752
2460356.617267,1.00335,0.00325,1.9075,-0.12,-1.64,7.30,36668
2460356.617372,1.00250,0.00326,1.9092,1.45,-0.50,6.91,36410
2460356.617478,1.00229,0.00325,1.9109,2.06,0.12,6.15,46716
2460356.617583,1.00014,0.00327,1.9126,3.14,0.22,6.49,36402
2460356.617688,0.99689,0.00325,1.9144,3.75,0.50,7.20,37122
2460356.617793,0.99890,0.00326,1.9161,1.42,0.05,7.63,33787
2460356.617898,1.00527,0.00328,1.9178,1.05,0.08,6.79,40958
2460356.618003,1.00148,0.00328,1.9196,1.61,0.03,6.92,34842
2460356.618108,1.00422,0.00329,1.9213,1.11,0.47,7.23,38378
2460356.618213,1.00324,0.00329,1.9230,1.17,1.36,7.19,32238
2460356.618318,1.00606,0.00329,1.9248,-0.29,1.61,6.85,37034
2460356.618423,1.00617,0.00330,1.9265,-2.20,0.26,7.99,30700
2460356.618528,0.99949,0.00328,1.9283,-1.43,-1.25,6.95,35226
2460356.618633,0.99796,0.00327,1.9300,-1.42,-0.78,6.01,47280
2460356.618739,1.00259,0.00328,1.9318,0.58,-0.09,6.68,43228
2460356.618844,1.00687,0.00330,1.9336,-0.46,0.08,6.84,37959
2460356.618949,0.99903,0.00329,1.9353,-0.52,0.47,6.82,40725
2460356.619055,1.00166,0.00329,1.9371,-0.89,-0.17,6.80,33753
2460356.619160,1.00376,0.00330,1.9389,-0.56,-0.91,6.06,44317
2460356.619265,1.00331,0.00330,1.9407,-0.14,-0.33,7.19,44824
2460356.619370,1.00441,0.00331,1.9424,-0.14,0.12,6.61,40614
2460356.619476,1.00027,0.00331,1.9442,0.68,0.91,6.91,36168
2460356.619581,1.00646,0.00333,1.9458,1.24,1.19,6.66,34710
2460356.619686,1.00316,0.00333,1.9478,1.46,-0.35,7.03,33422
2460356.619791,1.00073,0.00332,1.9496,1.19,0.14,7.42,33734
2460356.619897,1.00343,0.00333,1.9512,1.68,-0.78,6.92,34244
2460356.620002,0.99963,0.00331,1.9530,2.46,0.33,6.91,38826
2460356.620107,1.00292,0.00333,1.9550,1.65,1.54,6.53,42689
2460356.620212,1.00068,0.00332,1.9568,-0.07,0.62,6.54,44050
2460356.620317,1.00248,0.00334,1.9587,-0.78,-0.46,6.99,37179
2460356.620422,1.00881,0.00337,1.9605,-3.10,-0.12,6.72,31723
2460356.620528,1.00834,0.00336,1.9623,-2.49,-0.30,7.45,35671
2460356.620633,1.00321,0.00336,1.9641,-1.42,0.81,6.60,39694
2460356.620738,1.00257,0.00334,1.9660,-1.05,0.82,6.58,40602
2460356.620843,1.00032,0.00334,1.9678,-1.06,1.42,6.92,39286
2460356.621054,0.99740,0.00334,1.9715,-0.13,-0.81,6.95,39603
2460356.621264,1.01009,0.00339,1.9752,-0.80,-0.38,6.67,43166
2460356.621369,1.00707,0.00338,1.9770,-0.20,-0.67,6.92,37508
