BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460356.561015,1.00297,0.00259,1.3288,0.38,0.01,6.83,41169
2460356.561120,1.00890,0.00260,1.3295,0.94,1.18,7.09,39657
2460356.561225,0.99908,0.00258,1.3302,1.38,0.92,7.02,44512
2460356.561331,0.99852,0.00258,1.3309,1.30,0.52,7.29,34212
2460356.561436,1.00043,0.00260,1.3315,0.13,1.07,6.54,35348
2460356.561541,0.99885,0.00259,1.3321,-0.78,1.61,8.62,34689
2460356.561646,1.00394,0.00259,1.3329,-2.40,-0.03,8.06,35406
2460356.561752,0.99909,0.00259,1.3335,-3.10,-0.23,7.14,41081
2460356.561857,0.99926,0.00259,1.3342,-2.29,-0.63,7.61,36023
2460356.561962,1.00375,0.00259,1.3349,-1.76,-0.73,6.14,41828
2460356.562067,1.00248,0.00261,1.3356,-1.87,-0.34,7.31,37350
2460356.562172,0.99753,0.00260,1.3362,-2.84,0.40,7.33,39339
2460356.562278,1.00217,0.00260,1.3369,-2.17,0.67,7.22,34957
2460356.562382,0.99958,0.00260,1.3376,-2.44,0.47,7.23,35459
2460356.562487,1.00654,0.00261,1.3382,-2.14,0.65,7.56,36459
2460356.562592,0.99788,0.00259,1.3389,-2.98,1.38,7.23,38470
2460356.562698,1.00103,0.00260,1.3396,-2.38,1.06,7.13,36751
2460356.562803,0.99820,0.00260,1.3403,-1.77,2.00,7.12,40987
2460356.562908,0.99677,0.00259,1.3410,-0.35,0.11,6.74,34752
2460356.563013,0.99843,0.00259,1.3416,-0.25,-0.26,7.18,34905
2460356.563118,1.00042,0.00260,1.3423,0.72,-1.51,7.86,35071
2460356.563223,1.00135,0.00257,1.3430,1.41,-0.28,6.39,41512
2460356.563329,0.99559,0.00256,1.3437,2.07,-0.09,6.53,46125
2460356.563434,1.00156,0.00258,1.3443,0.39,-0.30,7.20,40848
2460356.563539,1.00030,0.00257,1.3451,-0.79,0.74,7.03,37067
2460356.563644,1.00422,0.00260,1.3458,-3.09,0.37,6.40,35798
2460356.563749,0.99863,0.00258,1.3465,-2.67,1.16,6.68,38618
2460356.563854,1.00100,0.00259,1.3471,-1.79,0.70,7.45,34466
2460356.563960,1.00327,0.00258,1.3478,-0.43,1.28,6.88,42764
2460356.564065,1.00369,0.00258,1.3485,-0.38,0.89,7.10,42409
2460356.564170,0.99894,0.00258,1.3492,-0.73,-0.24,7.49,32581
2460356.564275,1.00114,0.00258,1.3499,-1.50,-0.40,6.75,43622
2460356.564380,1.00122,0.00259,1.3505,-0.55,0.50,6.97,37927
2460356.564485,1.00197,0.00258,1.3512,-0.24,0.25,7.12,40304
2460356.564590,1.00194,0.00258,1.3519,0.81,0.19,7.36,39585
2460356.564696,0.99756,0.00258,1.3527,1.50,0.43,6.76,38666
2460356.564801,0.99581,0.00258,1.3533,1.57,-0.01,7.09,39820
2460356.564906,0.99877,0.00258,1.3540,0.86,-0.54,7.15,43347
2460356.565011,0.99697,0.00259,1.3548,1.36,-0.43,6.77,35711
2460356.565116,0.99762,0.00258,1.3555,2.32,0.49,7.43,35031
2460356.565221,0.99935,0.00259,1.3562,2.32,-0.09,6.49,42584
2460356.565326,0.99832,0.00259,1.3568,2.23,0.05,6.61,39032
2460356.565431,1.00201,0.00259,1.3575,-0.64,-0.56,7.50,36445
2460356.565536,1.00072,0.00258,1.3583,-3.79,-0.29,6.90,44095
2460356.565641,0.99818,0.00259,1.3590,-4.52,-1.19,7.06,42236
2460356.565746,0.99916,0.00259,1.3597,-3.76,-0.15,6.83,42006
2460356.565851,1.00115,0.00259,1.3604,-2.54,0.01,6.70,41476
2460356.565956,1.00054,0.00259,1.3611,-1.59,-0.02,7.03,45250
2460356.566062,0.99979,0.00259,1.3619,-0.81,-0.24,6.39,43988
2460356.566167,0.99826,0.00259,1.3625,-0.47,-0.23,6.50,41482
2460356.566273,0.99857,0.00259,1.3632,-0.44,-0.35,6.20,41877
2460356.566378,1.00563,0.00260,1.3640,-0.00,0.06,6.81,45924
2460356.566483,1.00492,0.00260,1.3647,0.52,0.09,6.60,44557
2460356.566588,0.99662,0.00260,1.3654,1.61,0.75,7.19,37837
2460356.566693,1.00189,0.00261,1.3661,1.74,-0.90,7.97,37364
2460356.566798,0.99793,0.00260,1.3668,2.13,-0.55,6.95,37150
2460356.566903,0.99711,0.00260,1.3676,2.48,-0.68,7.37,38593
2460356.567008,1.00186,0.00261,1.3683,2.88,-0.57,7.33,34205
2460356.567113,0.99885,0.00260,1.3690,2.69,-0.61,6.92,36607
2460356.567218,1.00060,0.00259,1.3697,3.16,-0.46,7.39,42245
2460356.567324,1.00200,0.00261,1.3705,0.06,0.12,7.68,33308
2460356.567429,1.00033,0.00260,1.3712,-3.32,0.04,6.01,43588
2460356.567534,1.00700,0.00261,1.3720,-4.10,0.50,6.72,44492
2460356.567639,1.00158,0.00261,1.3727,-5.33,0.55,7.20,40439
2460356.567744,1.00017,0.00260,1.3735,-4.19,0.87,7.20,40743
2460356.567849,0.99394,0.00259,1.3741,-3.76,0.98,7.22,37808
2460356.567954,1.00417,0.00261,1.3749,-1.17,0.27,7.53,33694
2460356.568059,1.00128,0.00261,1.3756,-0.00,-0.86,7.05,40082
2460356.568164,0.99791,0.00260,1.3763,-0.35,-0.13,6.71,45474
2460356.568269,1.00275,0.00261,1.3771,0.46,0.03,6.12,43453
2460356.568375,0.99920,0.00261,1.3778,-0.07,0.21,6.74,40744
2460356.568480,0.99971,0.00260,1.3785,-0.33,0.43,6.65,43127
2460356.568585,1.00111,0.00261,1.3793,1.01,-0.72,6.59,41216
2460356.568690,1.00084,0.00261,1.3800,1.28,0.11,7.03,37639
2460356.568795,1.00058,0.00261,1.3808,0.67,-0.15,6.78,38879
2460356.568901,1.00142,0.00260,1.3815,0.80,-0.19,6.15,45037
2460356.569006,0.99827,0.00260,1.3823,1.37,0.65,7.39,38971
2460356.569111,1.00046,0.00261,1.3830,1.95,0.62,6.48,45684
2460356.569216,0.99990,0.00262,1.3838,0.26,-0.25,7.67,36367
2460356.569321,0.99947,0.00261,1.3845,-1.11,-0.78,6.32,39936
2460356.569427,0.99820,0.00260,1.3853,-3.22,-0.26,7.08,42398
2460356.569532,1.00185,0.00261,1.3860,-4.38,0.38,7.23,42618
2460356.569637,0.99794,0.00261,1.3868,-4.80,0.02,6.51,43170
2460356.569742,1.00246,0.00262,1.3875,-3.28,0.40,6.08,42004
2460356.569846,0.99952,0.00261,1.3883,-1.37,-0.19,7.08,37751
2460356.569951,0.99707,0.00261,1.3890,-0.44,-1.45,6.52,40334
2460356.570056,0.99621,0.00260,1.3898,-0.78,0.01,6.91,48780
2460356.570161,0.99899,0.00261,1.3906,-1.02,0.22,6.34,43566
2460356.570267,0.99630,0.00261,1.3913,-2.01,0.47,6.60,42445
2460356.570372,1.00168,0.00263,1.3921,-2.07,0.83,7.59,39482
2460356.570478,0.99609,0.00261,1.3929,-0.71,-0.35,6.84,34996
2460356.570583,0.99708,0.00262,1.3936,0.55,-0.94,6.24,43546
2460356.570688,1.00503,0.00263,1.3944,0.87,-0.90,6.30,44301
2460356.570793,0.99637,0.00261,1.3952,-0.04,-0.71,6.73,44951
2460356.570897,1.00059,0.00262,1.3959,0.19,-0.12,6.44,42227
2460356.571003,0.99831,0.00261,1.3967,1.14,-0.01,5.91,52870
2460356.571107,0.99770,0.00262,1.3975,0.78,-0.34,6.71,41975
2460356.571212,0.99825,0.00263,1.3982,-0.14,0.05,6.19,41437
2460356.571318,0.99453,0.00262,1.3990,-1.81,-0.53,6.54,38140
2460356.571423,1.00331,0.00263,1.3998,-2.78,-0.81,6.29,47506
2460356.571528,1.00256,0.00262,1.4006,-4.22,-0.02,7.05,40290
2460356.571633,0.99517,0.00262,1.4013,-3.40,-0.35,6.26,42660
2460356.571738,0.99429,0.00262,1.4021,-1.22,-0.08,7.20,32779
2460356.571843,0.99869,0.00262,1.4029,-0.27,0.00,7.69,42828
2460356.571948,0.99833,0.00263,1.4037,-0.99,0.09,7.40,38882
2460356.572053,0.99732,0.00263,1.4045,-1.41,0.19,6.35,49707
2460356.572158,0.99707,0.00263,1.4052,-2.69,1.05,7.00,39047
2460356.572263,0.99681,0.00262,1.4060,-2.89,0.61,6.57,44466
2460356.572368,0.99616,0.00263,1.4068,-1.84,-0.34,6.60,33309
2460356.572474,1.00106,0.00264,1.4076,0.02,-0.68,5.81,46405
2460356.572579,0.99574,0.00263,1.4084,0.00,-0.47,6.82,38774
2460356.572685,1.00232,0.00264,1.4092,0.56,-0.21,7.06,39903
2460356.572790,0.99522,0.00263,1.4100,0.62,0.29,6.34,44237
2460356.572895,0.99853,0.00263,1.4108,0.90,0.19,6.60,44505
2460356.573000,0.99920,0.00265,1.4116,1.13,-0.40,6.73,39175
2460356.573106,1.00312,0.00264,1.4124,1.20,-0.07,5.86,48613
2460356.573211,0.99949,0.00264,1.4132,0.13,-0.96,6.86,39409
2460356.573317,0.99697,0.00264,1.4140,-0.73,-0.17,5.79,48485
2460356.573422,0.99817,0.00264,1.4148,-1.86,-0.16,6.74,38274
2460356.573527,0.99637,0.00264,1.4156,-1.57,0.58,6.62,43384
2460356.573632,1.00351,0.00265,1.4164,-0.85,-1.25,7.05,34488
2460356.573737,0.99612,0.00264,1.4172,0.71,-1.03,6.44,44589
2460356.573842,0.99830,0.00264,1.4180,0.73,-0.50,6.85,49721
2460356.573947,0.99773,0.00264,1.4188,-0.45,-0.14,7.10,41534
2460356.574053,0.99630,0.00264,1.4196,-1.26,-0.23,6.08,46270
2460356.574158,1.00062,0.00265,1.4204,-1.73,-0.32,6.80,43058
2460356.574263,0.99615,0.00264,1.4212,-1.11,0.31,6.83,42131
2460356.574368,0.99989,0.00265,1.4220,-0.65,0.96,6.94,44816
2460356.574473,0.99832,0.00264,1.4228,-0.90,0.69,7.15,38774
2460356.574579,0.99684,0.00265,1.4237,-0.22,1.03,6.86,45113
2460356.574684,1.00076,0.00265,1.4245,-0.09,1.39,6.18,45657
2460356.574789,1.00205,0.00265,1.4253,1.06,1.34,6.58,46572
2460356.574895,1.00105,0.00265,1.4261,1.44,0.46,7.38,39610
2460356.575000,0.99996,0.00265,1.4269,1.72,-0.52,6.37,47562
2460356.575105,1.00173,0.00266,1.4278,2.11,-0.85,7.50,39828
2460356.575210,0.99818,0.00265,1.4286,1.85,0.30,6.01,45298
2460356.575316,0.99756,0.00266,1.4294,0.74,0.26,8.20,39827
2460356.575421,0.99667,0.00264,1.4302,0.76,0.94,5.61,54823
2460356.575526,0.99639,0.00265,1.4311,0.00,-0.50,6.74,39830
2460356.575631,0.99866,0.00265,1.4319,1.10,-0.77,6.06,45484
2460356.575736,0.99524,0.00265,1.4327,2.40,-1.01,6.02,44711
2460356.575841,0.99672,0.00265,1.4336,1.69,-0.12,6.46,45391
2460356.575947,0.99820,0.00266,1.4344,1.31,-0.46,7.16,42999
2460356.576052,1.00197,0.00267,1.4352,0.78,-0.11,5.94,46224
2460356.576157,0.99871,0.00267,1.4361,-0.66,-0.77,7.76,36855
2460356.576261,0.99698,0.00266,1.4369,-0.29,-0.06,6.75,46985
2460356.576366,1.00144,0.00268,1.4377,-0.82,-0.27,6.52,43461
2460356.576471,1.00032,0.00267,1.4386,0.26,0.34,6.37,41898
2460356.576576,0.99848,0.00267,1.4394,0.62,-0.07,6.41,40567
2460356.576681,1.00005,0.00268,1.4403,1.01,1.17,6.74,42434
2460356.576787,0.99482,0.00266,1.4411,1.59,-0.19,6.79,40230
2460356.576891,0.99845,0.00267,1.4419,1.63,-0.52,6.55,48495
2460356.576996,0.99887,0.00267,1.4428,2.40,-0.24,6.86,36605
2460356.577101,0.99809,0.00267,1.4436,1.98,-0.29,6.38,45181
2460356.577207,0.99136,0.00266,1.4445,0.56,-0.77,7.53,35517
2460356.577312,0.99851,0.00267,1.4453,0.21,0.24,6.87,40624
2460356.577417,0.99437,0.00266,1.4462,-0.69,-0.59,6.37,42597
2460356.577522,0.99633,0.00267,1.4470,-0.10,-0.98,6.85,46374
2460356.577627,0.99886,0.00267,1.4479,1.95,-0.79,6.36,44749
2460356.577732,0.99128,0.00265,1.4488,1.83,-0.83,6.41,47002
2460356.577838,0.99673,0.00266,1.4496,1.59,-0.65,6.47,45962
2460356.577943,0.99509,0.00266,1.4505,0.83,0.24,6.37,45738
2460356.578048,0.99905,0.00268,1.4512,-0.73,-0.29,7.04,41323
2460356.578153,1.00026,0.00268,1.4521,-0.40,-0.40,6.88,44551
2460356.578258,0.99687,0.00267,1.4531,-0.82,0.04,6.34,44459
2460356.578363,0.99995,0.00268,1.4539,-0.36,-0.16,6.28,48295
2460356.578469,0.99478,0.00268,1.4548,-0.25,-0.50,6.74,39680
2460356.578574,0.99618,0.00267,1.4557,0.52,0.99,6.41,47370
2460356.578679,0.99807,0.00268,1.4565,1.07,-0.19,6.54,42551
2460356.578784,0.99382,0.00267,1.4574,2.20,-0.36,5.74,44938
2460356.578889,0.99316,0.00268,1.4583,3.08,-0.25,6.92,39153
2460356.578995,1.00079,0.00268,1.4592,3.80,0.16,6.65,40010
2460356.579100,0.99382,0.00268,1.4599,2.32,0.74,6.08,41202
2460356.579205,0.99643,0.00269,1.4609,1.88,1.52,6.19,40281
2460356.579310,0.99557,0.00269,1.4618,-0.74,0.20,8.53,32515
2460356.579415,0.99689,0.00269,1.4627,-1.87,-0.36,7.11,42210
2460356.579520,0.99936,0.00269,1.4635,-0.85,-0.18,5.67,50593
2460356.579626,1.00196,0.00270,1.4644,-0.03,-0.17,6.47,41650
2460356.579731,1.00010,0.00268,1.4653,-0.22,-0.37,5.85,50491
2460356.579836,0.99250,0.00268,1.4662,-1.27,0.19,6.10,51790
2460356.579942,0.99607,0.00268,1.4671,-1.91,-0.34,6.78,50252
2460356.580047,0.99894,0.00269,1.4679,-2.43,-0.89,6.16,50039
2460356.580152,0.99355,0.00269,1.4689,-3.84,-0.82,6.85,44492
2460356.580257,0.99813,0.00270,1.4698,-4.44,-0.54,6.18,43914
2460356.580362,0.99302,0.00269,1.4707,-3.59,0.50,6.63,47967
2460356.580467,0.99520,0.00269,1.4716,-3.67,0.37,5.77,49157
2460356.580572,0.99783,0.00270,1.4724,-1.14,-0.14,8.72,30869
2460356.580678,0.99302,0.00269,1.4733,1.10,-0.46,6.25,45340
2460356.580783,0.99926,0.00271,1.4742,2.46,-0.73,6.71,42393
2460356.580888,0.99584,0.00270,1.4751,3.83,-0.24,6.99,45044
2460356.580993,0.99474,0.00269,1.4761,3.65,0.47,6.65,43697
2460356.581099,1.00176,0.00271,1.4770,2.35,0.18,6.68,46197
2460356.581204,1.00319,0.00272,1.4779,-0.22,-0.10,7.68,36310
2460356.581309,0.99593,0.00270,1.4788,-2.47,-0.55,6.07,45845
2460356.581414,0.99175,0.00269,1.4797,-1.51,-0.50,6.33,44911
2460356.581519,0.99097,0.00270,1.4806,-1.25,-0.36,5.78,48071
2460356.581624,0.99769,0.00271,1.4815,-0.66,0.21,7.06,39763
2460356.581729,0.99883,0.00271,1.4824,-1.39,-0.11,6.72,38761
2460356.581834,0.98605,0.00269,1.4833,-0.86,-0.37,6.75,40818
2460356.581940,0.99608,0.00271,1.4842,-0.81,-0.08,6.98,40809
2460356.582045,0.99707,0.00271,1.4852,-1.10,0.46,6.60,38825
2460356.582150,0.99305,0.00271,1.4861,-1.08,0.16,6.22,41517
2460356.582254,0.99917,0.00273,1.4870,-0.24,0.29,6.79,37310
2460356.582359,0.99879,0.00272,1.4879,-0.47,0.07,6.29,42470
2460356.582464,0.99421,0.00271,1.4887,-0.03,-0.53,6.33,39941
2460356.582569,0.99897,0.00273,1.4898,0.55,-0.96,5.70,43865
2460356.582674,0.99183,0.00271,1.4907,0.79,-0.15,7.01,37233
2460356.582779,0.99867,0.00272,1.4916,1.30,0.27,6.77,40464
2460356.582884,0.99212,0.00271,1.4925,1.57,0.15,6.46,42914
2460356.582989,0.99902,0.00273,1.4935,1.07,-0.10,6.59,43282
2460356.583094,0.99758,0.00272,1.4944,-1.67,-0.03,7.04,40529
2460356.583199,0.99797,0.00272,1.4953,-3.51,-0.71,6.66,39095
2460356.583303,1.00205,0.00273,1.4963,-4.08,-0.67,6.69,43230
2460356.583409,0.99115,0.00271,1.4972,-3.08,0.27,6.55,43477
2460356.583514,0.99242,0.00271,1.4982,-2.18,0.05,5.71,48599
2460356.583619,0.99664,0.00272,1.4991,-2.72,0.45,6.55,48580
2460356.583724,0.99747,0.00273,1.5000,-2.31,-0.07,7.42,33190
2460356.583829,0.99536,0.00273,1.5010,-1.70,-0.90,6.65,42925
2460356.583934,0.99664,0.00273,1.5019,-2.00,-0.47,6.18,41183
2460356.584039,0.99687,0.00273,1.5029,-2.13,-0.83,6.40,38092
2460356.584145,0.99593,0.00272,1.5038,-1.68,0.58,6.29,41508
2460356.584250,0.99674,0.00273,1.5048,-0.97,-0.36,6.53,42107
2460356.584355,0.99519,0.00272,1.5056,0.54,-0.13,5.96,44817
2460356.584460,0.99344,0.00273,1.5066,1.16,-0.94,6.65,42002
2460356.584565,0.99731,0.00274,1.5076,1.01,-0.65,6.53,42082
2460356.584671,0.99653,0.00275,1.5086,1.67,-0.61,7.00,33929
2460356.584776,0.99568,0.00274,1.5095,2.47,0.34,6.77,40623
2460356.584881,0.99470,0.00274,1.5104,2.35,0.24,6.51,43389
2460356.584986,0.99918,0.00276,1.5114,-0.78,-0.32,7.41,31155
2460356.585091,0.99224,0.00273,1.5125,-3.24,0.14,6.17,41512
2460356.585196,0.99931,0.00276,1.5134,-4.93,-0.13,6.67,37976
2460356.585302,0.99543,0.00275,1.5144,-5.35,0.17,6.25,45366
2460356.585407,0.99717,0.00274,1.5154,-3.68,0.73,6.43,43882
2460356.585512,0.99444,0.00274,1.5163,-3.77,0.72,5.78,47175
2460356.585618,0.99776,0.00276,1.5173,-2.45,-0.28,7.96,29769
2460356.585723,0.99931,0.00275,1.5183,-1.05,-0.44,6.15,41565
2460356.585828,0.99490,0.00274,1.5193,-0.90,-0.45,5.97,48414
2460356.585933,0.99535,0.00274,1.5201,-0.69,0.18,6.42,45415
2460356.586038,0.99392,0.00275,1.5212,-0.62,0.33,6.40,41272
2460356.586143,0.99892,0.00275,1.5222,0.42,1.02,6.47,44467
2460356.586248,0.99416,0.00275,1.5232,0.42,-0.04,7.03,40568
2460356.586353,0.99754,0.00275,1.5241,1.12,-0.47,6.29,41756
2460356.586458,0.99423,0.00276,1.5250,1.63,-0.21,6.45,40318
2460356.586563,0.99595,0.00276,1.5260,1.95,-0.04,6.27,47401
2460356.586669,0.99121,0.00275,1.5270,2.48,0.09,6.67,41609
2460356.586774,0.99455,0.00276,1.5280,3.43,-0.11,6.31,38536
2460356.586879,1.00095,0.00277,1.5290,0.63,-0.73,8.70,33611
2460356.586984,0.99421,0.00275,1.5301,-2.29,-0.71,5.58,48933
2460356.587089,0.99798,0.00276,1.5311,-4.23,0.22,5.74,45793
2460356.587194,1.00070,0.00277,1.5321,-5.62,-0.36,5.86,51954
2460356.587299,0.99591,0.00276,1.5331,-4.04,0.67,6.22,43762
2460356.587404,0.99105,0.00275,1.5340,-2.43,0.16,6.01,48492
2460356.587510,0.99708,0.00277,1.5351,-0.75,0.02,7.25,34980
2460356.587615,0.99594,0.00276,1.5361,-0.42,-0.63,5.81,54286
2460356.587720,0.99487,0.00276,1.5370,-0.22,-0.29,6.37,48839
2460356.587825,0.99712,0.00277,1.5380,0.62,0.26,6.50,44007
2460356.587930,0.99504,0.00277,1.5390,-0.06,0.34,6.23,43327
2460356.588035,1.00119,0.00277,1.5400,1.40,1.31,5.73,48602
2460356.588140,0.98960,0.00276,1.5411,1.68,0.20,7.42,38632
2460356.588245,0.99366,0.00277,1.5421,2.07,-0.72,6.55,41327
2460356.588350,0.99410,0.00277,1.5431,2.49,-0.01,7.04,41906
2460356.588455,0.98924,0.00276,1.5441,2.32,0.13,6.49,43865
2460356.588561,0.99323,0.00277,1.5451,3.37,0.40,7.03,41972
2460356.588665,0.99625,0.00278,1.5462,3.85,0.27,6.26,42188
2460356.588771,0.99681,0.00278,1.5472,0.75,-0.21,8.68,34432
2460356.588876,0.99667,0.00278,1.5483,-2.02,-0.21,5.92,41825
2460356.588981,1.00240,0.00280,1.5493,-3.35,-1.16,6.49,40239
2460356.589086,0.99344,0.00279,1.5503,-6.32,-0.87,7.20,37485
2460356.589191,1.00286,0.00281,1.5514,-6.48,-0.09,7.25,35741
2460356.589297,0.99391,0.00278,1.5523,-4.40,1.04,6.57,42490
2460356.589402,0.99782,0.00280,1.5534,-0.63,-0.19,8.75,26533
2460356.589507,0.99591,0.00279,1.5545,-0.12,-0.74,6.15,42550
2460356.589612,0.99743,0.00279,1.5556,-0.14,-1.37,5.61,49194
2460356.589717,1.00530,0.00281,1.5565,-1.03,-1.25,7.21,37979
2460356.589823,0.99502,0.00279,1.5575,-0.68,-0.16,6.55,41045
2460356.589928,0.99891,0.00280,1.5586,-1.37,0.69,6.24,41076
2460356.590138,0.99526,0.00279,1.5607,1.37,-1.03,6.35,44172
2460356.590242,0.99417,0.00279,1.5617,1.59,-0.32,6.68,41340
2460356.590347,0.99229,0.00279,1.5628,1.09,0.37,6.40,46112
2460356.590452,0.99989,0.00281,1.5638,0.42,0.14,5.65,45738
2460356.590557,0.99637,0.00280,1.5649,1.19,0.46,6.66,40878
2460356.590662,0.99364,0.00280,1.5659,0.57,-0.02,7.18,34064
2460356.590768,0.99609,0.00281,1.5670,0.71,-0.49,7.01,41158
2460356.590873,0.99943,0.00282,1.5681,-1.28,0.12,6.73,37981
2460356.590978,0.99484,0.00281,1.5692,-3.42,0.39,6.48,36889
2460356.591399,0.99646,0.00281,1.5734,0.71,-1.03,6.24,40590
2460356.591504,0.99702,0.00282,1.5745,0.08,-1.02,6.04,40548
2460356.591609,0.99664,0.00282,1.5755,-1.04,-0.64,5.89,40217
2460356.591714,1.00150,0.00283,1.5766,-0.67,-0.27,6.96,36318
2460356.591819,0.99292,0.00282,1.5777,-1.23,-0.14,7.33,34880
2460356.591924,0.99910,0.00282,1.5789,-0.76,-0.31,6.70,39401
2460356.592030,0.98598,0.00279,1.5799,0.02,-0.50,6.12,42093
2460356.592135,0.99459,0.00281,1.5809,0.13,-0.11,6.19,42775
2460356.592240,0.99677,0.00283,1.5820,0.02,0.01,6.76,38760
2460356.592660,0.99526,0.00284,1.5864,2.24,-0.81,7.18,37200
2460356.592766,0.99818,0.00283,1.5875,1.40,-1.27,6.74,39364
2460356.592871,0.99229,0.00284,1.5886,-1.07,-0.19,7.18,34755
2460356.593081,0.99348,0.00283,1.5908,-1.57,0.09,6.33,40185
2460356.593186,0.99314,0.00283,1.5919,-0.53,-0.94,6.93,31847
2460356.593291,0.99949,0.00286,1.5930,0.07,-1.21,6.48,36785
2460356.593396,0.99872,0.00284,1.5941,0.09,-0.37,6.59,38426
2460356.593501,0.99701,0.00283,1.5952,-0.95,-0.33,6.29,41337
2460356.593606,0.99691,0.00285,1.5963,-1.08,0.43,6.31,40019
2460356.593711,0.99808,0.00284,1.5974,-0.81,0.03,6.88,38260
2460356.593817,0.99206,0.00283,1.5986,0.76,0.20,7.30,33781
2460356.593922,0.99801,0.00284,1.5997,0.30,-0.34,6.40,39226
2460356.594027,0.99386,0.00285,1.6008,1.61,-0.85,7.48,34779
2460356.594132,0.99259,0.00283,1.6019,3.16,0.34,5.49,47558
2460356.594238,0.99294,0.00284,1.6030,2.38,0.52,7.40,39292
2460356.594343,0.99529,0.00286,1.6042,2.40,0.97,7.06,35657
2460356.594659,0.99851,0.00286,1.6076,0.85,-0.96,6.78,39662
2460356.594764,0.99909,0.00286,1.6087,0.08,-0.90,6.77,37788
2460356.594869,1.00042,0.00287,1.6098,-1.33,-0.26,6.28,39345
2460356.594974,0.99557,0.00286,1.6110,-2.10,-0.15,6.46,42131
2460356.595079,0.99555,0.00286,1.6121,-2.03,-0.43,6.68,37012
2460356.595184,0.99328,0.00286,1.6133,0.17,-1.10,7.00,37837
2460356.595289,0.99545,0.00286,1.6144,0.10,-0.52,6.86,37373
2460356.595394,0.99829,0.00287,1.6155,-0.41,0.66,5.75,52005
2460356.595499,0.99729,0.00287,1.6167,-0.12,1.03,5.87,43451
2460356.595604,0.99570,0.00286,1.6178,-1.11,0.86,6.32,44106
2460356.595709,1.00021,0.00288,1.6190,-0.30,-0.60,6.66,37707
2460356.595814,1.00002,0.00287,1.6201,0.73,-0.97,6.33,46703
2460356.595919,0.99564,0.00287,1.6213,0.14,-0.83,6.15,43605
2460356.596025,0.99848,0.00288,1.6225,1.95,0.56,6.45,41734
2460356.596130,0.99469,0.00287,1.6236,1.96,0.21,5.77,52255
2460356.596235,0.99639,0.00288,1.6248,2.52,0.20,6.67,38494
2460356.596340,0.99241,0.00288,1.6259,1.15,-1.09,7.30,39536
2460356.596446,0.99990,0.00288,1.6271,1.74,-0.70,6.61,43325
2460356.596551,0.99606,0.00287,1.6283,2.35,-1.31,7.33,45826
2460356.596656,1.00190,0.00290,1.6295,1.98,-0.52,5.61,43921
2460356.596762,0.99452,0.00289,1.6306,0.02,-0.33,6.17,40198
2460356.596867,0.99449,0.00289,1.6318,-0.79,-0.46,6.11,39064
2460356.596972,0.99719,0.00288,1.6330,-1.64,-0.32,6.54,44698
2460356.597077,0.99025,0.00288,1.6342,-0.30,-1.05,6.07,41779
2460356.597182,1.00204,0.00290,1.6354,0.47,-0.44,5.56,50419
2460356.597287,0.99276,0.00288,1.6365,0.90,0.14,6.10,45669
2460356.597392,0.99441,0.00289,1.6377,1.23,0.60,6.93,37977
2460356.597497,0.99755,0.00290,1.6389,0.79,0.81,6.63,40956
2460356.597602,0.99825,0.00290,1.6401,0.89,-1.41,6.79,38409
2460356.597707,0.99819,0.00290,1.6413,0.16,-1.20,5.70,45455
2460356.597812,0.99817,0.00291,1.6425,1.50,-1.27,6.12,43425
2460356.597918,0.99556,0.00289,1.6437,2.83,0.52,6.93,44533
2460356.598023,0.99526,0.00290,1.6449,2.45,-0.30,7.26,41024
2460356.598128,1.00081,0.00292,1.6461,4.17,0.45,6.94,38305
2460356.598338,1.00591,0.00294,1.6485,1.63,-0.80,6.18,40409
2460356.598443,0.99747,0.00292,1.6497,1.62,-0.31,6.66,35424
2460356.598549,0.99533,0.00291,1.6509,1.55,-0.26,5.81,41551
2460356.598654,0.99443,0.00291,1.6521,0.10,0.41,6.51,37155
2460356.598759,0.99886,0.00292,1.6533,-1.25,0.29,7.06,34912
2460356.598864,1.00309,0.00294,1.6546,-2.25,-0.07,6.93,39922
2460356.598969,1.00103,0.00293,1.6558,-1.65,-1.75,7.09,36800
2460356.599074,0.99252,0.00291,1.6570,-0.76,-1.72,6.21,42894
2460356.599179,0.99926,0.00293,1.6582,-1.01,-0.85,6.25,49317
2460356.599285,0.99883,0.00293,1.6594,-1.23,-0.63,6.76,42301
2460356.599390,0.99934,0.00294,1.6607,0.17,0.50,5.82,42769
2460356.599495,0.99620,0.00294,1.6619,-0.20,0.07,6.82,36570
2460356.599600,0.99556,0.00293,1.6631,1.03,-0.41,6.90,38460
2460356.599706,0.99690,0.00294,1.6644,0.10,-0.52,6.64,41753
2460356.599811,0.99485,0.00293,1.6656,2.09,-0.00,6.29,39050
2460356.600231,1.00570,0.00296,1.6706,0.63,-1.36,6.32,40929
2460356.600337,0.99748,0.00294,1.6718,0.60,-2.11,7.05,43855
2460356.600441,0.99490,0.00293,1.6731,1.38,-0.70,6.07,43937
2460356.600547,0.99847,0.00295,1.6742,0.90,-0.37,5.81,49453
2460356.600652,0.99869,0.00294,1.6756,-1.21,-0.01,5.86,42465
2460356.600757,1.00104,0.00295,1.6769,-3.24,-1.54,7.60,37708
